c/n,f/f,operator,type,St
278,1999-06-08,Air Canada,340,
280,1999-07-13,Olympic AW,340,
282,1999-06-18,Singapore AL,340,
289,1999-08-03,Air France,340,W/O
292,1999-09-30,Olympic AW,340,
297,1999-09-24,Lufthansa,340,C
302,1999-11-10,Iberia,340,
304,1999-11-17,Lufthansa,340,C
307,1999-10-19,Air France,340,SCR
310,1999-12-02,Air France,340,SCR
318,2000-01-24,Iberia,340,
319,2000-02-09,Air France,340,
321,2000-02-02,Lufthansa,340,C
325,2000-02-09,Lufthansa,340,C
327,2000-02-11,Lufthansa,340,STD
329,2000-02-18,Iberia,340,SCR
331,2000-03-16,THY Turkish AL,340,STD
332,2000-03-13,Iberia,340,
335,2000-05-17,Lufthansa,340,
347,2000-06-16,Lufthansa,340,C
352,2000-06-20,Lufthansa,340,W/O
354,2000-07-12,Lufthansa,340,
355,2000-08-29,Lufthansa,340,
359,2000-09-05,LAN Chile,340,
363,2000-09-21,LAN Chile,340,
367,2000-10-27,AOM-Air Outre Mer lsd,340,
373,2000-10-30,Air France lsd,340,
374,2000-12-01,Fll/AOM-Air Outre Mer,340,
377,2000-12-01,Air France lsd,340,SCR
378,2000-12-15,Iberia,340,
379,2000-12-15,Lufthansa,340,C
381,2000-12-21,Cathay Pacific,340,
383,2002-06-11,Virgin Atlantic AW,340,
385,2001-02-01,Air Tahiti Nui,340,SCR
387,2001-01-26,Iberia,340,
390,2001-02-08,Lufthansa,340,C
391,2002-09-02,Virgin Atlantic AW,340,
395,2001-06-25,Canada 3000 AL lsd,340,
399,2001-03-08,Air France,340,
402,2001-04-03,China AL,340,
406,2001-05-17,China AL,340,
410,2002-10-16,South African AW,340,STD
411,2001-06-11,China AL,340,
413,2001-06-29,SAS,340,
414,2001-06-05,Iberia,340,
415,2001-07-05,China AL,340,
416,2002-10-10,Virgin Atlantic AW,340,
417,2002-12-04,South African AW,340,STD
424,2001-09-06,SAS,340,
426,2003-01-30,South African AW,340,C
429,2001-10-12,LAN Chile,340,
430,2001-10-11,SAS lsd,340,SCR
431,2003-06-07,Iberia,340,
433,2001-10-09,China AL,340,SCR
434,2001-09-26,Lufthansa,340,C
435,2001-10-11,SAS lsd,340,STD
436,2002-09-28,Cathay Pacific AW lsd,340,
438,2001-11-08,Air Tahiti Nui lsd,340,SCR
440,2003-08-01,Iberia,340,
442,2001-11-15,LAN Chile,340,
445,2003-01-07,Air Canada,340,
446,2001-12-04,Air Tahiti Nui lsd,340,SCR
447,2001-12-06,Lufthansa,340,C
449,2002-12-03,Virgin Atlantic AW,340,
450,2002-01-10,SAS lsd,340,
453,2002-11-16,Cathay Pacific AW lsd,340,
457,2003-07-23,Emirates AL,340,
459,2002-01-30,Iberia,340,
460,2003-09-17,Iberia,340,STD
464,2003-03-28,Air Canada,340,
467,2002-03-22,SAS lsd,340,SCR
468,2002-05-09,China Eastern AL,340,
470,2002-04-03,SAS lsd,340,SCR
471,2003-09-22,Emirates AL,340,
474,2002-04-22,Iberia lsd,340,
475,2003-02-17,Cathay Pacific AW lsd,340,
478,2003-10-03,Singapore AL,340,
482,2003-08-08,Lufthansa lsd,340,SCR
483,2002-11-23,Iberia lsd,340,
485,2003-09-12,Emirates AL,340,
488,2003-06-04,China Eastern AL,340,
492,2003-11-11,Singapore AL,340,
495,2003-06-11,Qatar Gvmt,340,C
499,2003-11-15,Singapore AL,340,
514,2003-09-09,China Eastern AL,340,
517,2003-10-10,Lufthansa,340,STD
520,2003-10-29,Emirates AL,340,
523,2003-10-23,Lufthansa lsd,340,STD
528,2003-04-08,Singapore AL,340,
531,2003-10-13,South African AW,340,C
534,2003-10-31,South African AW lsd,340,STD
537,2003-11-26,Lufthansa lsd,340,STD
538,2003-06-11,Swiss Int'l AL lsd,340,C
540,2003-11-18,Lufthansa,340,STD
541,2003-05-28,China AL,340,SCR
543,2004-01-13,Lufthansa,340,STD
544,2003-09-18,South African AW,340,
545,2003-07-03,Swiss Int'l AL,340,C
546,2003-07-22,Swiss Int'l AL,340,C
547,2003-12-03,South African AW,340,C
554,2003-09-30,Singapore AL,340,
556,2003-10-29,Swiss Int'l AL,340,
557,2003-12-16,South African AW,340,
559,2003-10-10,Swiss Int'l AL,340,
560,2004-03-16,Singapore AL,340,
561,2003-10-25,Swiss Int'l AL,340,
562,2003-11-12,Swiss Int'l AL lsd,340,
563,2004-03-06,Singapore AL,340,
566,2004-01-20,Lufthansa,340,STD
569,2004-02-06,Lufthansa,340,C
572,2004-02-02,Emirates AL,340,SCR
575,2004-02-18,Virgin Atlantic AW,340,
577,2004-06-02,China Eastern AL,340,
580,2004-04-16,Lufthansa,340,STD
582,2004-02-20,South African AW,340,
583,2004-05-04,Lufthansa,340,STD
585,2004-02-27,Swiss Int'l AL,340,C
586,2004-06-29,China Eastern AL,340,
590,2004-03-11,South African AW,340,
594,2005-04-18,NOT BUILT,340,
598,2004-04-22,Swiss Int'l AL,340,C
601,2004-09-07,Iberia,340,STD
604,2004-09-17,Iberia,340,
606,2004-10-19,Iberia,340,STD
608,2004-11-04,Emirates AL,340,
611,2004-11-23,Emirates AL,340,
615,2004-11-25,Virgin Atlantic AW,340,
617,2005-01-04,Iberia lsd,340,SCR
619,2005-01-28,Iberia lsd,340,STD
622,2004-12-21,Virgin Atlantic AW,340,
624,2005-02-07,Thai AW Int,340,STD
626,2005-03-11,South African AW lsd,340,STD
628,2005-04-14,Thai AW Int,340,STD
630,2005-04-18,South African AW lsd,340,STD
639,2005-03-16,Virgin Atlantic AW,340,SCR
643,2004-11-25,South African AW lsd,340,
646,2004-12-08,South African AW,340,
651,2005-02-09,South African AW,340,
668,2005-05-13,Air Tahiti Nui,340,
672,2005-05-18,Iberia,340,STD
677,2005-06-06,Thai AW Int,340,STD
681,2005-06-24,Thai AW Int,340,STD
685,2005-06-30,Emirates AL,340,
689,2005-07-12,Thai AW Int,340,STD
694,2005-09-06,Emirates AL,340,
698,2005-09-13,Thai AW Int,340,
702,2005-09-15,Iberia,340,STD
706,2005-10-07,Virgin Atlantic AW lsd,340,SCR
710,2005-10-27,Thai AW Int,340,STD
715,2005-11-18,Qatar AW,340,SCR
719,2005-11-04,Thai AW Int,340,STD
723,2006-01-04,Virgin Atlantic AW lsd,340,SCR
727,2005-11-30,Iberia,340,STD
731,2006-02-01,Iberia,340,W/O
736,2006-02-09,Virgin Atlantic AW lsd,340,
740,2006-06-03,Qatar AW,340,STD
744,2006-03-16,Iberia,340,STD
748,2006-03-30,Etihad AW,340,
753,2006-05-10,Virgin Atlantic AW,340,
757,2006-04-28,Etihad AW,340,
761,2006-08-11,Etihad AW,340,
762,2006-07-17,Lufthansa,340,SCR
763,2006-09-01,Lufthansa,340,SCR
764,2006-06-09,Virgin Atlantic AW,340,
765,2006-08-08,Virgin Atlantic AW,340,
766,2006-10-13,Qatar AW,340,
767,2006-10-11,Lufthansa,340,SCR
768,2006-09-05,Virgin Atlantic AW,340,
771,2006-11-08,Lufthansa,340,STD
775,2006-10-13,Thai AW Int,340,STD
779,2006-11-28,National Air Service lsd,340,
783,2006-10-31,Etihad AW,340,
787,2006-11-15,Virgin Atlantic AW,340,
790,2007-01-03,Lufthansa,340,SCR
793,2006-11-08,Air Mauritius,340,SCR
794,2007-01-30,Lufthansa,340,SCR
798,2007-02-16,Qatar AW,340,
800,2006-11-27,Air Mauritius,340,SCR
804,2007-02-09,Virgin Atlantic AW lsd,340,SCR
812,2007-03-05,Lufthansa,340,SCR
829,2007-05-04,Etihad AW,340,
835,2007-04-11,Finnair,340,
837,2007-08-01,Etihad AW,340,
844,2007-06-01,Finnair,340,
846,2008-04-03,Lufthansa,340,C
848,2008-05-06,Lufthansa,340,STD
856,2007-09-21,Etihad AW,340,W/O
870,2007-10-31,Etihad AW,340,
886,2008-02-06,Azerbaijan AL lsd,340,C
894,2008-04-09,Azerbaijan AL lsd,340,C
897,2008-03-05,Lufthansa,340,STD
902,2008-05-29,Tunisian Gvmt,340,
910,2008-06-17,Arik Air,340,
912,2008-07-18,Arik Air,340,
917,2008-05-15,Algerian Government,340,C
921,2008-04-30,Finnair lsd,340,
924,2008-08-29,Royal Jordanian AF,340,
929,2008-10-01,Etihad AW,340,
933,2008-11-07,Etihad AW,340,
938,2008-07-02,Finnair,340,
953,2008-08-06,Thai AW Int,340,STD
955,2008-09-17,Global Jet Luxembourg,340,
960,2009-01-14,Iberia,340,STD
972,2008-12-03,Lufthansa,340,STD
981,2009-01-27,Lufthansa,340,STD
987,2009-02-27,Lufthansa,340,C
993,2009-07-29,Iberia,340,STD
1005,2009-04-14,Lufthansa,340,STD
1017,2009-06-12,Iberia,340,STD
1030,2009-07-23,Etihad AW,340,
1040,2009-08-06,Etihad AW,340,
1079,2010-01-26,Iberia,340,STD
1091,2010-05-11,Kuwait Government,340,C
1102,2010-11-16,Kuwait Government,340,C
1122,2010-06-25,Iberia,340,STD
