c/n,f/f,operator,type,St,year
83.0,2017-06-08,Qatar AW,350,C,2017
84.0,2017-02-06,Singapore AL,350,C,2017
85.0,2017-03-06,Cathay Pacific,350,C,2017
86.0,2017-02-21,Vietnam AL,350,C,2017
87.0,2017-03-13,Lufthansa,350,C,2017
88.0,2017-12-07,Qatar AW,350,C,2017
89.0,2017-01-16,Ethiopian AL,350,C,2017
90.0,2017-10-19,Qatar AW,350,C,2017
91.0,2017-03-09,Air Caraibes,350,C,2017
92.0,2017-02-23,China AL,350,C,2017
93.0,2017-04-12,Cathay Pacific,350,C,2017
94.0,2017-03-28,Asiana AL,350,C,2017
95.0,2017-03-28,Thai AW International,350,C,2017
96.0,2017-03-16,Singapore AL,350,C,2017
97.0,2017-03-11,Finnair,350,C,2017
98.0,2018-09-03,Hainan AL,350,C,2018
99.0,2017-04-12,Singapore AL,350,C,2017
100.0,2018-03-13,Qatar AW,350,C,2018
101.0,2017-05-05,Cathay Pacific,350,C,2017
102.0,2018-05-18,Qatar AW,350,C,2018
103.0,2017-04-10,Ethiopian AL,350,C,2017
104.0,2017-05-11,Finnair,350,C,2017
105.0,2017-05-03,China AL,350,C,2017
106.0,2018-04-13,Qatar AW,350,C,2018
107.0,2017-04-10,Singapore AL,350,C,2017
109.0,2017-04-18,Cathay Pacific,350,C,2017
110.0,2018-07-31,Qatar AW,350,C,2018
111.0,2017-04-28,Thai AW International,350,C,2017
112.0,2018-09-21,Hainan AL,350,C,2018
113.0,2017-06-09,Finnair,350,C,2017
114.0,2018-05-16,Qatar AW,350,C,2018
115.0,2017-05-24,Delta AL,350,C,2017
116.0,2017-05-22,Singapore AL,350,C,2017
117.0,2017-06-29,Asiana AL,350,C,2017
118.0,2018-05-03,Cathay Pacific,350,C,2018
119.0,2017-06-13,Cathay Pacific,350,C,2017
120.0,2017-06-08,Ethiopian AL,350,C,2017
121.0,2017-06-30,China AL,350,C,2017
122.0,2017-06-14,Singapore AL,350,C,2017
123.0,2017-06-22,Thai AW International,350,C,2017
124.0,2017-08-10,Hong Kong AL,350,,2017
125.0,2018-08-27,Qatar AW,350,C,2018
126.0,2018-06-14,Qatar AW,350,C,2018
127.0,2017-07-10,Lufthansa,350,C,2017
128.0,2017-06-28,Cathay Pacific,350,C,2017
129.0,2017-07-19,Vietnam AL,350,C,2017
130.0,2017-07-07,Thai AW International,350,C,2017
132.0,2017-11-24,Qatar AW,350,C,2017
133.0,2017-07-17,Singapore AL,350,C,2017
134.0,2017-08-23,Finnair,350,C,2017
135.0,2017-07-20,Delta AL,350,C,2017
136.0,2017-07-28,Lufthansa,350,C,2017
137.0,2017-09-08,Cathay Pacific,350,C,2017
138.0,2017-07-27,China AL,350,C,2017
140.0,2017-09-07,Singapore AL,350,C,2017
141.0,2018-10-01,Qatar AW,350,C,2018
142.0,2017-08-12,Thai AW International,350,C,2017
143.0,2018-03-16,Qatar AW,350,C,2018
144.0,2017-09-05,Asiana AL,350,C,2017
145.0,2017-09-22,Air Mauritius,350,C,2017
146.0,2017-10-24,Lufthansa,350,C,2017
147.0,2017-10-03,Ethiopian AL,350,C,2017
148.0,2017-09-06,Cathay Pacific,350,C,2017
149.0,2017-09-27,Delta AL,350,C,2017
150.0,2017-10-06,Vietnam AL,350,C,2017
151.0,2017-10-03,China AL,350,C,2017
153.0,2017-10-04,Hong Kong AL,350,,2017
154.0,2017-10-10,Cathay Pacific,350,C,2017
155.0,2017-11-09,Cathay Pacific,350,C,2017
157.0,2017-10-31,Air Mauritius,350,C,2017
158.0,2017-10-20,Singapore AL,350,C,2017
159.0,2017-11-09,Malaysia AL,350,C,2017
160.0,2017-11-11,Delta AL,350,C,2017
161.0,2018-11-13,Qatar AW,350,C,2018
162.0,2017-11-13,China AL,350,C,2017
163.0,2018-07-19,Qatar AW,350,C,2018
164.0,2017-11-07,Delta AL,350,C,2017
165.0,2017-11-30,Malaysia AL,350,C,2017
167.0,2018-05-31,Air China,350,C,2018
168.0,2017-10-23,Hong Kong AL,350,,2017
169.0,2018-08-01,Cathay Pacific,350,C,2018
170.0,2017-12-06,Singapore AL,350,C,2017
172.0,2018-08-23,Qatar AW,350,C,2018
173.0,2017-12-09,Vietnam AL,350,C,2017
174.0,2017-12-21,Lufthansa,350,C,2017
175.0,2017-12-06,Delta AL,350,C,2017
176.0,2017-12-06,Asiana AL,350,C,2017
177.0,2018-01-08,Thai AW International,350,C,2018
178.0,2018-07-02,Air China,350,C,2018
179.0,2017-12-20,China AL,350,C,2017
180.0,2018-01-09,Ethiopian AL,350,C,2018
181.0,2018-01-10,Thai AW International,350,C,2018
182.0,2018-01-05,Delta AL,350,C,2018
183.0,2018-01-23,Malaysia AL,350,C,2018
184.0,2018-01-19,Lufthansa,350,C,2018
185.0,2018-01-29,Thai AW International,350,C,2018
186.0,2018-01-22,Singapore AL,350,C,2018
187.0,2018-02-01,Hong Kong AL,350,,2018
188.0,2018-06-15,Cathay Pacific,350,C,2018
189.0,2018-02-02,Thai AW International,350,C,2018
190.0,2018-02-07,Delta AL,350,C,2018
191.0,2018-02-09,China AL,350,C,2018
192.0,2018-02-14,Vietnam AL,350,C,2018
193.0,2018-02-16,French Bee,350,C,2018
195.0,2018-02-28,Malaysia AL,350,C,2018
196.0,2018-02-12,Ethiopian AL,350,C,2018
197.0,2018-03-07,Vietnam AL,350,C,2018
198.0,2018-02-19,Asiana AL,350,C,2018
199.0,2018-03-14,Delta AL,350,C,2018
200.0,2018-03-22,LATAM AL,350,,2018
201.0,2018-03-06,Thai AW International,350,C,2018
202.0,2018-04-11,Lufthansa,350,C,2018
203.0,2018-04-03,Malaysia AL,350,C,2018
204.0,2018-04-25,Delta AL,350,C,2018
205.0,2018-03-21,Ethiopian AL,350,C,2018
206.0,2018-09-06,Cathay Pacific,350,C,2018
207.0,2018-09-21,Qatar AW,350,C,2018
208.0,2018-04-06,China AL,350,C,2018
209.0,2018-04-30,Lufthansa,350,C,2018
210.0,2018-05-14,Delta AL,350,C,2018
211.0,2018-12-04,Qatar AW,350,C,2018
212.0,2018-04-19,Lufthansa,350,C,2018
213.0,2018-05-29,Malaysia AL,350,C,2018
214.0,2019-01-31,Qatar AW,350,C,2019
215.0,2019-02-05,Qatar AW,350,C,2019
216.0,2018-04-23,Singapore AL,350,C,2018
217.0,2018-05-30,Air China,350,C,2018
218.0,2018-06-11,Asiana AL,350,C,2018
219.0,2018-05-29,Iberia,350,C,2018
220.0,2018-07-05,Singapore AL,350,C,2018
221.0,2018-06-07,Philippine AL,350,C,2018
223.0,2018-08-16,Singapore AL,350,C,2018
224.0,2019-02-20,Asiana AL,350,C,2019
225.0,2018-10-09,Cathay Pacific,350,C,2018
226.0,2018-07-17,LATAM AL (ntu),350,,2018
227.0,2018-07-17,Iberia,350,C,2018
228.0,2018-07-11,Philippine AL,350,,2018
229.0,2019-03-06,Qatar AW,350,C,2019
230.0,2018-08-01,Singapore AL,350,C,2018
231.0,2018-06-29,Air China lsd,350,C,2018
232.0,2018-10-10,Singapore AL,350,C,2018
233.0,2018-10-25,Cathay Pacific,350,C,2018
234.0,2019-02-20,Asiana AL,350,C,2019
235.0,2018-07-24,Hong Kong AL,350,STD,2018
236.0,2018-07-31,Philippine AL,350,,2018
237.0,2019-04-01,Qatar AW,350,C,2019
238.0,2018-11-05,Singapore AL,350,C,2018
239.0,2018-08-09,China AL,350,C,2018
240.0,2018-09-05,Air China,350,C,2018
241.0,2019-04-23,Qatar AW,350,C,2019
243.0,2018-09-11,Philippine AL,350,,2018
244.0,2018-11-22,Singapore AL,350,C,2018
245.0,2018-10-03,LATAM AL (ntu),350,,2018
246.0,2018-10-08,Hainan AL,350,STD,2018
247.0,2018-10-22,Air China,350,C,2018
248.0,2018-10-30,China Eastern AL,350,C,2018
249.0,2019-05-20,Qatar AW,350,C,2019
250.0,2018-09-28,LATAM AL,350,,2018
251.0,2018-10-12,Hong Kong AL,350,,2018
252.0,2018-10-29,Cathay Pacific,350,C,2018
254.0,2018-11-27,Singapore AL,350,C,2018
255.0,2018-10-08,Lufthansa,350,C,2018
256.0,2018-10-17,Hong Kong AL,350,,2018
257.0,2019-06-27,Qatar AW,350,C,2019
258.0,2018-11-27,Cathay Pacific,350,C,2018
259.0,2018-11-09,Ethiopian AL,350,C,2018
260.0,2018-11-29,Hong Kong AL,350,,2018
261.0,2018-11-28,China Eastern AL,350,C,2018
262.0,2019-01-09,Cathay Pacific,350,C,2019
263.0,2018-11-14,Singapore AL,350,C,2018
264.0,2018-11-19,Finnair,350,C,2018
265.0,2019-02-04,Qatar AW,350,,2019
266.0,2019-06-13,Qatar AW,350,C,2019
267.0,2018-12-14,Delta AL,350,C,2018
268.0,2018-12-07,Air China,350,C,2018
269.0,2018-12-19,China Eastern AL,350,C,2018
270.0,2018-11-29,ITA AW,350,C,2018
271.0,2019-01-04,Iberia,350,C,2019
272.0,2019-02-06,China Eastern AL,350,C,2019
273.0,2019-01-17,Finnair,350,C,2019
274.0,2019-06-25,Virgin Atlantic AW,350,C,2019
276.0,2019-01-11,Singapore AL,350,C,2019
277.0,2019-01-08,Delta AL,350,C,2019
278.0,2019-01-29,Singapore AL,350,C,2019
279.0,2019-01-28,Vietnam AL,350,C,2019
280.0,2019-01-07,Philippine AL,350,,2019
281.0,2019-03-06,Sichuan AL,350,C,2019
282.0,2019-06-04,Qatar AW lsd,350,,2019
283.0,2022-04-19,ITA AW,350,C,2022
284.0,2018-12-12,Air China,350,C,2018
285.0,2019-02-21,Adhan Aircraft Leasing,350,,2019
286.0,2019-02-15,Cathay Pacific,350,C,2019
287.0,2019-02-11,Lufthansa,350,C,2019
289.0,2019-03-13,Ethiopian AL,350,C,2019
290.0,2019-04-04,Etihad AW,350,C,2019
291.0,2019-03-21,China Eastern AL,350,C,2019
292.0,2019-01-31,Lufthansa,350,C,2019
293.0,2019-03-04,Evelop,350,C,2019
294.0,2019-03-25,Singapore AL,350,C,2019
295.0,2019-04-16,Air China,350,C,2019
296.0,2019-03-12,Cathay Pacific,350,C,2019
297.0,2019-02-26,Vietnam AL,350,C,2019
298.0,2019-05-27,Virgin Atlantic AW,350,C,2019
299.0,2019-10-24,Fiji AW,350,C,2019
300.0,2019-04-03,Finnair,350,C,2019
301.0,2019-05-24,Asiana AL,350,C,2019
302.0,2019-04-04,Iberia,350,C,2019
303.0,2019-04-09,Philippine AL,350,C,2019
305.0,2019-03-19,Singapore AL,350,C,2019
306.0,2019-05-03,Cathay Pacific,350,C,2019
307.0,2019-05-15,China Eastern AL,350,C,2019
308.0,2019-06-12,Adhan Aircraft Leasing,350,,2019
309.0,2019-04-17,Singapore AL,350,C,2019
310.0,2019-04-30,Ethiopian AL,350,C,2019
311.0,2019-05-13,Air China,350,C,2019
312.0,2019-05-07,Iberia,350,C,2019
313.0,2019-10-03,Qatar AW lsd,350,,2019
314.0,2019-06-19,Lufthansa,350,C,2019
315.0,2019-05-14,Etihad AW,350,C,2019
316.0,2019-04-16,Singapore AL,350,C,2019
318.0,2019-06-03,China Southern AL,350,C,2019
319.0,2019-06-25,Virgin Atlantic AW,350,C,2019
320.0,2019-11-19,Fiji AW,350,C,2019
321.0,2019-05-16,Japan AL,350,C,2019
322.0,2019-06-12,Singapore AL,350,C,2019
323.0,2019-08-07,ALAFCO,350,,2019
324.0,2019-06-18,Cathay Pacific AL,350,C,2019
325.0,2019-05-23,French Bee,350,C,2019
326.0,2019-07-02,British AW,350,C,2019
327.0,2019-07-08,Air Caraibes,350,C,2019
328.0,2019-07-19,Singapore AL,350,C,2019
329.0,2019-06-26,Singapore AL,350,C,2019
330.0,2019-06-05,Etihad AW,350,C,2019
331.0,2019-08-27,Air France,350,C,2019
332.0,2019-09-05,Qatar AW,350,C,2019
333.0,2019-07-08,Japan AL,350,C,2019
334.0,2019-07-05,China Southern AL,350,C,2019
335.0,2019-09-23,Asiana AL,350,C,2019
336.0,2019-07-23,Virgin Atlantic AW,350,C,2019
337.0,2019-07-22,Cathay Pacific AL,350,C,2019
338.0,2019-09-26,ALAFCO,350,,2019
339.0,2019-09-11,China Southern AL,350,C,2019
340.0,2019-08-21,British AW,350,C,2019
341.0,2019-07-30,Singapore AL,350,C,2019
342.0,2019-08-06,Etihad AW,350,C,2019
343.0,2019-08-19,Japan AL,350,C,2019
344.0,2019-08-16,Singapore AL,350,C,2019
345.0,2019-09-06,Ethiopian AL,350,C,2019
346.0,2019-10-01,Qatar AW,350,C,2019
347.0,2019-10-10,China Southern AL,350,C,2019
348.0,2019-10-11,Singapore AL,350,C,2019
349.0,2019-10-05,Air France,350,C,2019
350.0,2019-10-15,Qatar AW,350,C,2019
351.0,2019-08-26,Hainan AL,350,,2019
352.0,2019-09-06,Japan AL,350,C,2019
354.0,2019-10-11,South African AW lsd,350,,2019
355.0,2019-09-17,Hainan AL,350,,2019
356.0,2019-11-22,Qatar AW,350,C,2019
357.0,2019-09-20,China Southern AL,350,C,2019
358.0,2019-11-06,SAS Scandinavian AL,350,C,2019
359.0,2019-11-12,Air France,350,C,2019
362.0,2019-11-06,British AW,350,C,2019
363.0,2019-11-22,LATAM AL,350,,2019
364.0,2019-11-07,Singapore AL,350,C,2019
365.0,2019-11-14,South African AW lsd,350,,2019
366.0,2019-11-13,Iberia,350,C,2019
368.0,2020-02-11,Qatar AW,350,C,2020
369.0,2019-11-07,Singapore AL,350,C,2019
370.0,2019-11-05,Japan AL,350,C,2019
371.0,2019-11-21,Singapore AL,350,C,2019
372.0,2020-01-28,Qatar AW,350,C,2020
373.0,2019-11-29,China Eastern AL,350,C,2019
374.0,2019-12-11,British AW,350,C,2019
375.0,2019-11-28,Ethiopian AL,350,C,2019
376.0,2019-11-29,China Southern AL,350,C,2019
378.0,2020-01-14,SAS Scandinavian AL,350,C,2020
379.0,2020-01-07,Singapore AL,350,C,2020
380.0,2020-07-09,Cathay Pacific AL,350,C,2020
381.0,2020-01-14,Air France,350,C,2020
382.0,2020-03-04,Qatar AW,350,C,2020
383.0,2020-02-03,Aeroflot,350,,2020
385.0,2020-01-14,Singapore AL,350,C,2020
386.0,2020-01-16,British AW,350,C,2020
387.0,2020-01-10,Asiana AL,350,C,2020
388.0,2020-04-23,Etihad AW,350,C,2020
389.0,2020-02-11,Asiana AL,350,C,2020
390.0,2020-01-31,Lufthansa,350,C,2020
391.0,2020-02-13,SAS Scandinavian AL,350,C,2020
392.0,2019-12-19,Finnair,350,C,2019
393.0,2021-06-24,Cathay Pacific AL,350,C,2021
394.0,2020-02-06,Singapore AL,350,C,2020
395.0,2020-03-05,Delta AL,350,C,2020
396.0,2020-01-15,Cathay Pacific AL,350,C,2020
397.0,2020-01-17,Iberia,350,C,2020
398.0,2020-02-10,China Southern AL,350,C,2020
399.0,2020-05-11,Qatar AW,350,C,2020
400.0,2020-02-24,Evelop AL,350,C,2020
401.0,2020-02-07,Cathay Pacific AL,350,C,2020
402.0,2020-04-03,British AW,350,C,2020
403.0,2020-03-13,THY Turkish AL,350,C,2020
404.0,2020-06-25,Delta AL,350,C,2020
405.0,2020-03-11,Japan AL,350,C,2020
406.0,2020-03-16,Iberia,350,C,2020
407.0,2020-04-10,Air France,350,C,2020
408.0,2020-05-18,China Eastern AL,350,C,2020
409.0,2021-09-01,Qatar AW ntu,350,STD,2021
410.0,2020-05-18,Finnair,350,C,2020
411.0,2020-07-15,China Southern AL,350,C,2020
412.0,2020-05-07,Ethiopian AL,350,C,2020
413.0,2020-07-23,Cathay Pacific AL,350,C,2020
414.0,2020-05-04,Aeroflot,350,,2020
415.0,2020-05-18,Virgin Atlantic AW,350,C,2020
416.0,2020-02-21,German Air Force,350,C,2020
417.0,2021-03-29,China Southern AL,350,C,2021
418.0,2020-06-09,SAS Scandinavian AL,350,C,2020
419.0,2020-04-30,Iberia,350,C,2020
420.0,2020-08-17,Qatar AW,350,C,2020
421.0,2020-06-04,THY Turkish AL,350,C,2020
422.0,2020-06-03,Air France,350,C,2020
423.0,2020-09-22,China Eastern AL,350,C,2020
424.0,2021-05-17,Cathay Pacific AL,350,C,2021
425.0,2020-10-26,Asiana AL,350,C,2020
426.0,2020-07-03,Virgin Atlantic AW,350,C,2020
427.0,2020-05-29,Lufthansa,350,C,2020
428.0,2020-06-26,Aeroflot,350,,2020
429.0,2020-12-18,Aeroflot,350,,2020
430.0,2021-11-18,Qatar AW ntu,350,STD,2021
431.0,2020-08-27,Ethiopian AL,350,C,2020
432.0,2020-08-07,British AW,350,C,2020
433.0,2020-06-11,French Bee,350,C,2020
434.0,2021-02-08,Cathay Pacific AL,350,C,2021
435.0,2020-07-28,THY Turkish AL,350,C,2020
436.0,2020-08-14,Singapore AL,350,C,2020
437.0,2021-03-05,Aeroflot,350,,2021
438.0,2022-01-27,Qatar AW ntu,350,STD,2022
439.0,2020-08-18,Singapore AL,350,C,2020
440.0,2022-04-29,Qatar AW ntu,350,STD,2022
441.0,2021-05-27,Aeroflot,350,,2021
442.0,2021-02-02,THY Turkish AL,350,C,2021
443.0,2020-07-31,K5 Aviation,350,C,2020
444.0,2022-06-09,Qatar AW ntu,350,STD,2022
445.0,2020-09-11,Singapore AL,350,C,2020
446.0,2020-10-22,British AW,350,C,2020
447.0,2020-09-22,Singapore AL,350,C,2020
448.0,2021-04-23,World2fly,350,C,2021
449.0,2021-01-28,China Southern AL,350,C,2021
451.0,2020-10-08,Japan AL,350,C,2020
452.0,2020-12-14,China Eastern AL,350,C,2020
453.0,2020-10-30,Iberia,350,C,2020
454.0,2021-03-30,THY Turkish AL,350,C,2021
455.0,2020-11-13,Air China,350,C,2020
457.0,2021-10-26,THY Turkish AL,350,C,2021
458.0,2020-11-13,Air China,350,C,2020
459.0,2021-01-19,Iberia,350,C,2021
460.0,2021-06-01,Singapore AL,350,C,2021
462.0,2021-06-07,China Southern AL,350,C,2021
463.0,2021-11-15,THY Turkish AL,350,C,2021
464.0,2020-12-21,Singapore AL,350,C,2020
465.0,2021-01-08,Air China,350,C,2021
466.0,2022-01-21,Aeroflot,350,,2022
468.0,2020-11-18,German AF,350,C,2020
469.0,2021-03-05,Singapore AL,350,C,2021
470.0,2021-03-30,China Eastern AL,350,C,2021
471.0,2022-02-15,THY Turkish AL,350,C,2022
472.0,2021-05-20,Singapore AL,350,C,2021
473.0,2021-06-21,British AW,350,C,2021
474.0,2021-02-25,Air China,350,C,2021
475.0,2021-03-02,Singapore AL,350,C,2021
476.0,2020-11-23,Japan AL,350,C,2020
478.0,2021-06-16,China Southern AL,350,C,2021
479.0,2021-02-02,Air France,350,C,2021
480.0,2022-09-20,Starlux AL,350,C,2022
481.0,2021-03-15,Air China,350,C,2021
482.0,2021-05-04,Air Caraibes Atlantique,350,C,2021
483.0,2021-10-22,Iberia,350,C,2021
484.0,2021-02-17,SAS,350,C,2021
485.0,2021-12-09,Singapore AL,350,C,2021
487.0,2021-12-14,Air China,350,C,2021
488.0,2021-02-25,Air France,350,C,2021
489.0,2021-04-22,China Eastern AL,350,C,2021
490.0,2022-01-19,British AW,350,C,2022
491.0,2021-03-19,Air France,350,C,2021
492.0,2021-08-31,Virgin Atlantic AW,350,C,2021
493.0,2022-04-04,THY Turkish AL,350,C,2022
494.0,2022-03-11,Singapore AL,350,C,2022
495.0,2022-01-27,British AW,350,C,2022
496.0,2022-01-14,THY Turkish AL,350,C,2022
497.0,2021-04-09,Japan AL,350,C,2021
499.0,2021-04-29,SAS,350,C,2021
500.0,2021-05-18,Air France,350,C,2021
502.0,2021-05-14,Air France,350,C,2021
503.0,2022-07-25,Cathay Pacific AL,350,C,2022
504.0,2022-02-23,Air China,350,C,2022
505.0,2021-10-21,China Eastern AL,350,C,2021
506.0,2022-02-14,China Southern AL,350,C,2022
507.0,2022-02-22,Virgin Atlantic AW,350,C,2022
509.0,2022-08-26,Cathay Pacific AL,350,C,2022
510.0,2021-07-08,Air France,350,C,2021
512.0,2022-03-30,China Southern AL,350,C,2022
516.0,2021-10-06,Finnair,350,C,2021
517.0,2021-05-12,Air China,350,C,2021
520.0,2021-09-15,Air France,350,C,2021
524.0,2021-09-03,Ethiopian AL,350,C,2021
526.0,2021-09-24,German Air Force,350,C,2021
528.0,2021-07-09,Air China,350,C,2021
530.0,2021-12-23,Delta AL,350,C,2021
531.0,2021-07-08,Japan AL,350,C,2021
533.0,2021-09-03,Air Caraibes,350,C,2021
535.0,2021-07-27,Japan AL,350,C,2021
536.0,2021-08-03,Japan AL,350,C,2021
537.0,2021-08-25,Air China,350,C,2021
538.0,2021-09-20,Japan AL,350,C,2021
539.0,2021-10-15,French Bee,350,C,2021
540.0,2022-02-03,China Eastern AL,350,C,2022
541.0,2021-11-22,Japan AL,350,C,2021
542.0,2021-10-21,Ethiopian AL,350,C,2021
543.0,2022-01-14,Japan AL,350,C,2022
544.0,2021-12-13,Air France,350,C,2021
545.0,2022-01-07,Delta AL,350,C,2022
546.0,2022-02-08,Air France,350,C,2022
547.0,2022-03-07,British AW,350,C,2022
548.0,2022-02-24,Air France,350,C,2022
549.0,2022-05-30,Iberia,350,C,2022
550.0,2021-12-01,Sichuan AL,350,C,2021
551.0,2022-03-25,Air France,350,C,2022
552.0,2022-03-17,Japan AL,350,C,2022
556.0,2022-11-30,Iberia,350,,2022
557.0,2022-11-07,Starlux AL,350,,2022
559.0,2022-04-26,World2fly,350,C,2022
560.0,2022-05-20,French Bee,350,C,2022
561.0,2022-05-16,China Eastern AL,350,,2022
562.0,2022-05-20,Air France,350,C,2022
563.0,2022-07-22,British AW,350,C,2022
564.0,2022-06-07,Singapore AL,350,C,2022
565.0,2022-06-15,THY Turkish AL,350,C,2022
567.0,2022-09-01,Iberia,350,C,2022
568.0,2022-07-04,China Southern AL,350,,2022
569.0,2022-07-06,Singapore AL,350,C,2022
570.0,2022-06-09,Air China,350,,2022
571.0,2022-10-26,Sichuan AL,350,,2022
573.0,2022-07-12,China Eastern AL,350,,2022
574.0,2022-09-28,Air China,350,,2022
576.0,2022-08-09,Air France,350,C,2022
577.0,2022-10-04,China Eastern AL,350,,2022
578.0,2022-09-27,Air France,350,C,2022
579.0,2022-10-17,Iberia,350,C,2022
580.0,2022-09-29,Delta AL,350,C,2022
582.0,2022-10-24,Ethiopian AL,350,C,2022
583.0,2022-11-08,China Southern AL,350,C,2022
584.0,2022-11-16,Cathay Pacific AL,350,,2022
587.0,2022-11-28,Air China,350,,2022
588.0,2022-11-24,Delta AL,350,,2022
600.0,2022-11-10,Air Caraibes (?),350,,2022
