c/n,f/f,operator,type,St
1037.0,2009-07-30,Thai AW Int,330,C
1038.0,2009-08-13,Oman Air lsd,330,C
1039.0,2009-06-11,Hong Kong AL,330,C
1041.0,2009-08-20,US AW lsd,330,
1042.0,2009-10-27,Hong Kong AL,330,C
1043.0,2009-07-09,Afriqiyah AW,330,STD
1044.0,2009-10-09,Oman Air,330,C
1045.0,2009-03-08,Aeroflot lsd,330,
1046.0,2009-08-18,MTAD,330,
1047.0,2009-12-08,Aeroflot lsd,330,
1048.0,2009-09-14,AirAsia X,330,C
1049.0,2009-02-10,Oman Air lsd,330,C
1052.0,2009-12-10,Garuda Indonesian AW lsd,330,
1053.0,2009-10-09,Comlux Aviation,330,
1054.0,2010-10-13,Hong Kong AL,330,C
1055.0,2009-10-09,Asiana AL lsd,330,C
1057.0,2009-09-24,Air Mauritius,330,
1058.0,2009-08-10,Aeroflot lsd,330,
1059.0,2010-11-10,Hong Kong AL lsd,330,C
1060.0,2009-10-19,Thai AW Int,330,C
1061.0,2009-03-11,Qantas lsd,330,C
1063.0,2009-10-23,Oman Air,330,C
1065.0,2009-06-11,Aeroflot lsd,330,
1066.0,2009-10-21,AirAsia X,330,C
1067.0,2009-10-26,Finnair lsd,330,C
1069.0,2009-06-11,US AW lsd,330,
1071.0,2009-02-12,Etihad AW,330,STD
1072.0,2009-11-19,Aeroflot lsd,330,
1073.0,2009-11-18,Avianca slsd,330,STD
1074.0,2009-06-11,Thai AW Int,330,C
1075.0,2009-10-11,AirAsia X,330,C
1076.0,2009-11-18,US AW lsd,330,
1077.0,2009-08-12,Aeroflot lsd,330,
1078.0,2009-11-23,Finnair,330,STD
1080.0,2009-10-12,MTAD,330,
1081.0,2009-10-12,Etihad AL,330,STD
1082.0,2010-12-01,Sichuan AL lsd,330,
1084.0,2009-12-21,Swiss Int'l AL,330,C
1085.0,2009-12-17,Singapore AL lsd,330,
1086.0,2010-01-18,Thai AW Int,330,C
1087.0,2010-03-02,Air China,330,C
1088.0,2010-02-17,Finnair,330,C
1089.0,2010-03-02,Swiss Int'l AL,330,C
1090.0,2010-09-02,Thai AW Int,330,C
1093.0,2010-02-24,Oman Air,330,C
1094.0,2010-01-02,Qantas lsd,330,C
1095.0,2010-09-02,US AW,330,
1096.0,2010-02-25,China Southern AL,330,C
1097.0,2010-02-19,Iberworld lsd,330,
1098.0,2010-02-19,Singapore AL lsd,330,
1099.0,2010-11-02,Singapore AL lsd,330,
1100.0,2010-01-03,US AW,330,
1101.0,2010-02-24,Swiss Int'l AL,330,C
1103.0,2009-09-03,Aeroflot lsd,330,
1104.0,2010-03-26,Hawaiian AL lsd,330,C
1105.0,2010-11-03,Singapore AL lsd,330,
1106.0,2010-11-03,Aer Lingus,330,
1107.0,2010-03-30,Singapore AL lsd,330,
1108.0,2010-01-04,Saudi Arabian AL,330,C
1110.0,2010-07-04,Air China,330,C
1112.0,2010-03-25,TAM,330,
1114.0,2010-04-27,Hawaiian AL,330,C
1116.0,2010-04-21,China Southern AL,330,C
1118.0,2010-04-13,TAM lsd,330,
1120.0,2010-05-21,Oman Air,330,C
1123.0,2010-06-05,Alitalia lsd,330,
1124.0,2010-06-05,Singapore AL lsd,330,
1126.0,2010-07-05,AirAsia X,330,C
1127.0,2010-11-05,Saudi Arabian AL,330,C
1129.0,2010-02-06,China Southern AL,330,C
1130.0,2010-02-06,Air China,330,C
1131.0,2010-05-27,AirAsia X,330,C
1132.0,2010-07-06,Singapore AL lsd,330,
1133.0,2010-06-30,Korean Air,330,C
1135.0,2010-01-07,Alitalia lsd,330,
1137.0,2010-06-23,Saudi Arabian AL,330,C
1138.0,2010-01-07,Sichuan AL lsd,330,C
1141.0,2010-08-07,Saudi Arabian AL,330,C
1143.0,2010-07-27,Egyptair,330,C
1145.0,2010-07-27,Swiss Int'l AL,330,C
1146.0,2010-08-20,Singapore AL lsd,330,
1147.0,2010-08-26,Saudi Arabian AL,330,C
1149.0,2010-08-24,Singapore AL lsd,330,
1150.0,2010-02-09,THY Turkish AL,330,C
1151.0,2010-08-31,Asiana AL lsd,330,C
1153.0,2010-07-10,Saudi Arabian AL,330,C
1155.0,2010-09-09,Korean Air,330,C
1156.0,2010-09-16,Singapore AL lsd,330,
1157.0,2010-09-20,Singapore AL lsd,330,
1159.0,2010-09-29,Hainan AL lsd,330,C
1160.0,2010-09-27,THY Turkish AL,330,C
1161.0,2010-09-17,KLM,330,
1163.0,2010-09-24,Cathay Pacific AW,330,C
1165.0,2010-09-28,AirAsia X,330,
1167.0,2010-10-29,Etihad AW,330,STD
1168.0,2010-10-26,Hainan AL lsd,330,C
1169.0,2010-11-10,Qantas lsd,330,C
1170.0,2010-08-11,THY Turkish AL,330,C
1171.0,2010-10-25,Hawaiian AL lsd,330,C
1172.0,2010-11-16,THY Turkish AL,330,C
1173.0,2010-10-11,Finnair,330,C
1174.0,2010-11-19,Qantas lsd,330,C
1177.0,2010-03-11,China AL lsd,330,C
1178.0,2010-11-24,Hainan AL lsd,330,C
1181.0,2010-08-11,Swiss Int'l AL,330,C
1183.0,2010-11-22,MTAD,330,
1184.0,2010-11-26,Garuda Indonesian AW lsd,330,C
1186.0,2010-12-15,MTAD,330,
1187.0,2010-12-21,Air China,330,C
1188.0,2010-07-12,Swiss Int'l AL,330,C
1189.0,2010-10-12,Saudi Arabian AL,330,C
1190.0,2010-12-23,Hainan AL lsd,330,C
1191.0,2011-01-17,South African AW,330,
1192.0,2011-04-01,Saudi Arabian AL,330,C
1193.0,2011-01-18,Edelweiss Air lsd,330,
1195.0,2011-12-01,Virgin Atlantic AW,330,C
1196.0,2011-01-28,Cathay Pacific,330,C
1198.0,2011-03-02,Jetstar AW slsd,330,
1199.0,2011-02-02,Air China,330,C
1200.0,2011-01-25,Korean Air,330,C
1201.0,2011-01-20,Virgin Atlantic AW lsd,330,C
1202.0,2011-02-02,China Southern AL,330,C
1203.0,2011-07-02,Korean Air,330,C
1204.0,2011-01-21,THY Turkish AL,330,C
1205.0,2011-06-05,Etihad AW,330,STD
1206.0,2011-02-18,China AL lsd,330,
1208.0,2011-02-14,Avianca lsd,330,
1209.0,2011-02-23,Malaysian AS,330,C
1210.0,2011-02-03,South African AW lsd,330,
1211.0,2011-02-25,Asiana lsd,330,C
1212.0,2011-04-03,THY Turkish AL,330,C
1213.0,2011-10-03,TAM,330,
1214.0,2011-03-18,Garuda Indonesian AW lsd,330,C
1215.0,2011-03-17,China AL slsd,330,
1216.0,2011-03-14,Air China,330,C
1217.0,2011-03-23,Hawaiian AL,330,C
1218.0,2011-03-29,Alitalia lsd,330,STD
1219.0,2011-03-29,Malaysian AS,330,C
1220.0,2011-04-04,China Southern AL,330,C
1221.0,2011-04-18,TAM,330,
1222.0,2011-04-19,Cathay Pacific,330,C
1223.0,2011-01-04,South African AW lsd,330,
1224.0,2011-04-27,Avianca lsd,330,
1225.0,2011-04-18,Alitalia lsd,330,STD
1226.0,2011-05-30,Etihad AW,330,STD
1228.0,2011-12-04,THY Turkish AL,330,C
1229.0,2011-05-26,Malaysian AS,330,C
1230.0,2011-05-31,Egyptair,330,C
1231.0,2011-06-05,Virgin Atlantic AW lsd,330,
1232.0,2011-05-26,Aeroflot,330,
1233.0,2011-05-13,China Southern AL,330,C
1234.0,2011-05-23,Malaysian AS,330,C
1235.0,2011-05-24,MTAD,330,
1236.0,2011-08-06,South African AW lsd,330,
1237.0,2011-06-20,Air China,330,C
1238.0,2011-08-31,Egyptair,330,C
1239.0,2011-08-06,Cathay Pacific AW,330,C
1240.0,2011-11-07,Turkish Government,330,C
1241.0,2011-06-30,Sichuan AL lsd,330,C
1243.0,2011-07-20,Malaysian AS,330,C
1244.0,2011-07-29,China Southern AL,330,C
1245.0,2011-07-28,Etihad AW,330,STD
1246.0,2011-08-09,Egyptair,330,C
1247.0,2011-07-22,Aeroflot,330,
1248.0,2011-11-08,MTAD,330,
1249.0,2011-07-22,South African AW lsd,330,
1250.0,2011-12-08,MTAD,330,
1251.0,2011-05-09,Jetstar AW lsd,330,
1252.0,2011-08-31,Alitalia lsd,330,
1254.0,2011-09-22,EVA Air lsd,330,C
1255.0,2011-08-29,Hainan AL lsd,330,C
1256.0,2011-09-13,Vietnam AL lsd,330,
1258.0,2011-10-20,Jetstar AW slsd,330,
1259.0,2011-02-09,Hawaiian AL,330,C
1260.0,2011-09-21,Air China lsd,330,C
1261.0,2011-10-10,Garuda Indonesian AW lsd,330,
1262.0,2011-10-19,China Eastern AL,330,C
1263.0,2011-10-13,Thai AW Int,330,C
1264.0,2011-09-28,Aeroflot lsd,330,
1265.0,2011-10-20,Air Caraibes,330,
1266.0,2011-07-10,Vietnam AL lsd,330,
1267.0,2011-08-11,China Eastern AL,330,C
1268.0,2011-10-27,EVA Air lsd,330,C
1269.0,2011-03-11,Thai AW Int,330,C
1270.0,2011-11-17,Aeroflot,330,
1271.0,2011-11-16,South African AW lsd,330,
1272.0,2011-11-25,China AL lsd,330,C
1274.0,2011-03-11,EVA Air lsd,330,C
1275.0,2011-11-18,MTAD,330,
1276.0,2011-05-12,Swiss Int'l AL,330,C
1277.0,2011-12-21,Hong Kong AL,330,
1278.0,2011-12-20,China AL lsd,330,C
1279.0,2011-06-12,Avianca lsd,330,
1280.0,2011-12-19,China Eastern AL,330,C
1281.0,2011-05-12,Malaysian AS,330,C
1282.0,2011-12-19,Air China,330,C
1283.0,2011-12-13,Alitalia lsd,330,
1284.0,2012-11-01,Aeroflot,330,
1285.0,2012-01-27,Cathay Pacific AW,330,C
1286.0,2012-01-26,Hong Kong AL,330,
1287.0,2012-02-02,KLM lsd,330,C
1288.0,2012-02-02,Garuda Indonesian AW lsd,330,C
1289.0,2012-03-02,Thai AW Int,330,
1290.0,2012-01-02,Swiss Int'l AL,330,C
1291.0,2012-01-24,China Eastern AL,330,
1292.0,2012-09-02,Lufthansa,330,C
1293.0,2012-02-28,Virgin Australia AL lsd,330,
1294.0,2012-02-20,KLM lsd,330,C
1295.0,2012-02-24,Hawaiian AL,330,C
1296.0,2012-09-03,Virgin Atlantic AW,330,C
1297.0,2012-02-17,China Southern AL,330,C
1298.0,2012-02-28,THY Turkish AL,330,C
1299.0,2012-06-03,Aeroflot,330,
1300.0,2012-03-27,KLM lsd,330,C
1301.0,2012-03-22,Aeroflot,330,
1302.0,2012-06-04,Hawaiian AL,330,C
1303.0,2012-03-29,China Eastern AL,330,
1304.0,2012-04-04,Air China,330,C
1305.0,2012-11-04,Lufthansa,330,C
1306.0,2012-03-22,Virgin Australia AL lsd,330,
1307.0,2012-06-04,THY Turkish AL,330,C
1308.0,2012-11-04,Alitalia lsd,330,
1309.0,2012-11-04,China Southern AL,330,C
1310.0,2012-04-18,Hawaiian AL lsd,330,C
1311.0,2012-04-16,THY Turkish AL,330,C
1312.0,2012-07-05,MTAD,330,
1313.0,2012-04-24,Alitalia lsd,330,STD
1314.0,2012-04-05,Lufthansa,330,C
1315.0,2012-09-05,Virgin Atlantic AW lsd,330,C
1316.0,2012-05-30,Hawaiian AL lsd,330,C
1317.0,2012-05-16,Cathay Pacific AL lsd,330,C
1318.0,2012-10-05,Malaysian AS,330,C
1319.0,2012-05-18,Virgin Australia AL lsd,330,STD
1321.0,2012-06-06,Hong Kong Jet,330,
1322.0,2012-06-14,Hong Kong AL,330,
1323.0,2012-12-06,Aeroflot,330,
1324.0,2012-05-06,China Eastern AL,330,C
1325.0,2012-11-06,Hainan AL lsd,330,C
1326.0,2012-11-06,Asiana AL lsd,330,C
1327.0,2012-06-22,Alitalia lsd,330,
1328.0,2012-06-22,Aeroflot,330,
1329.0,2012-07-26,Virgin Atlantic AW,330,C
1330.0,2012-06-27,Air China,330,C
1331.0,2012-02-07,China Eastern AL,330,C
1333.0,2012-07-17,Air China,330,C
1334.0,2012-04-07,MTAD,330,
1335.0,2012-07-26,China Southern AL,330,C
1336.0,2012-10-07,Malaysian AS,330,C
1337.0,2012-08-16,Malaysian AS,330,C
1338.0,2012-07-19,Thai AW Int,330,C
1339.0,2012-08-30,Iraqi AW,330,C
1340.0,2012-07-24,Asiana AL lsd,330,C
1341.0,2012-09-19,Virgin Atlantic AW,330,C
1342.0,2012-08-31,Avianca lsd,330,C
1343.0,2012-08-20,Cathay Pacific AW,330,C
1345.0,2012-10-07,Aeroflot,330,
1346.0,2012-09-20,China AL lsd,330,C
1347.0,2012-06-08,Malaysian AS,330,C
1348.0,2012-08-31,Thai AW Int,330,
1349.0,2012-08-29,Cathay Pacific AW,330,C
1351.0,2012-09-21,Jet AW lsd,330,
1352.0,2012-09-26,Virgin Atlantic AW,330,C
1353.0,2012-06-10,Air China,330,C
1354.0,2012-04-10,Alitalia lsd,330,
1355.0,2012-11-10,Swiss Int'l AL,330,
1356.0,2012-08-10,Aeroflot,330,
1357.0,2012-05-11,Transasia AW,330,
1358.0,2012-10-10,Hong Kong AL,330,C
1359.0,2012-10-24,Corsair lsd,330,C
1360.0,2012-10-25,XL AW France lsd,330,
1361.0,2012-09-11,Jet AW lsd,330,
1362.0,2012-06-11,Cathay Pacific AW,330,C
1363.0,2012-10-25,MTAD,330,
1364.0,2012-11-15,Garuda Indonesian AW,330,
1365.0,2012-10-26,Qantas lsd,330,C
1366.0,2012-11-16,Cathay Pacific AW,330,C
1367.0,2012-11-22,China AL lsd,330,C
1369.0,2012-09-11,Hong Kong AL,330,
1370.0,2012-07-12,Jet AW lsd,330,
1371.0,2012-11-29,Aeroflot,330,
1372.0,2012-11-24,China Eastern AL,330,C
1373.0,2012-04-12,Air China,330,C
1374.0,2012-11-22,Thai AW Int,330,STD
1375.0,2012-12-13,China Eastern AL,330,C
1376.0,2012-12-14,Corsair lsd,330,C
1377.0,2013-11-01,Iberia,330,C
1378.0,2013-08-01,Transasia AW,330,
1379.0,2013-03-01,MTAD,330,C
1381.0,2013-01-17,KLM,330,C
1382.0,2013-01-30,Singapore AL lsd,330,
1383.0,2012-12-19,Air China,330,C
1384.0,2013-01-15,Hong Kong AL,330,C
1385.0,2013-01-29,Iberia,330,C
1387.0,2013-01-17,Cathay Pacific AW,330,C
1388.0,2013-01-30,Malaysian AS,330,C
1389.0,2013-01-18,Hawaiian AL lsd,330,C
1390.0,2013-01-14,MTAD,330,
1391.0,2013-02-13,Jet AW lsd,330,
1392.0,2013-01-30,China Southern AL,330,C
1393.0,2013-11-02,Korean Air,330,C
1394.0,2013-02-19,Air Pacific,330,
1395.0,2013-02-19,Malaysian AS,330,C
1396.0,2013-02-21,Air China,330,C
1397.0,2013-12-03,Sichuan AL lsd,330,C
1398.0,2013-08-03,Hong Kong AL,330,C
1399.0,2013-03-22,Hawaiian AL,330,C
1400.0,2013-08-03,Avianca lsd,330,
1401.0,2013-12-03,Singapore AL lsd,330,
1402.0,2013-02-28,China Eastern AL,330,
1403.0,2013-01-03,Swiss Int'l AL,330,C
1404.0,2013-03-22,Hawaiian AL lsd,330,C
1405.0,2013-02-04,Iberia,330,C
1407.0,2013-03-21,Virgin Australia AL lsd,330,
1408.0,2013-03-14,Thai AW Int,330,
1409.0,2013-10-04,Cathay Pacific AW,330,C
1410.0,2013-05-04,Garuda Indonesian AW,330,C
1411.0,2013-03-28,AirAsia X,330,C
1412.0,2013-04-23,Libyan AL,330,C
1413.0,2013-04-23,Air China,330,C
1415.0,2013-04-25,US AW,330,
1416.0,2013-04-23,Air Pacific,330,
1417.0,2013-04-16,US AW,330,
1419.0,2013-04-29,MTAD,330,
1420.0,2013-05-15,Cebu Pacific AL lsd,330,
1421.0,2013-05-13,China Eastern AL,330,
1422.0,2013-03-06,Hawaiian AL,330,C
1423.0,2013-05-16,AirAsia X,330,C
1424.0,2013-05-30,Libyan AL,330,W/O
1425.0,2013-05-28,China Southern AL,330,C
1426.0,2013-06-17,Iberia,330,C
1427.0,2013-05-06,Singapore AL lsd,330,
1429.0,2013-06-06,China Eastern AL,330,
1430.0,2013-05-06,China Southern AL,330,C
1431.0,2013-05-27,Malaysian AS,330,C
1432.0,2013-02-07,Sichuan AL lsd,330,C
1433.0,2013-06-17,AirAsia X,330,
1434.0,2013-06-19,Air China,330,C
1435.0,2013-06-24,Asiana AL lsd,330,C
1436.0,2013-06-27,Cathay Pacific AW,330,C
1437.0,2013-03-10,Iberia,330,C
1438.0,2013-02-07,Hainan AL lsd,330,C
1439.0,2013-06-28,MTAD,330,
1440.0,2013-12-07,China Eastern AL,330,
1441.0,2013-07-18,US AW,330,
1443.0,2013-07-24,Cathay Pacific AW,330,C
1444.0,2013-07-23,Air China,330,C
1445.0,2013-07-30,Cebu Pacific AL lsd,330,
1446.0,2013-08-28,Garuda Indonesian AW,330,C
1447.0,2013-07-16,Singapore AL lsd,330,
1449.0,2013-08-29,Philippine AL,330,C
1450.0,2013-10-09,China AL lsd,330,C
1451.0,2013-08-23,Air Namibia lsd,330,
1452.0,2013-08-22,Virgin Australia AL lsd,330,
1453.0,2013-04-09,Singapore AL lsd,330,
1454.0,2013-09-26,Saudi Arabian AL,330,C
1455.0,2013-08-13,US AW,330,
1456.0,2013-02-09,Philippine AL,330,C
1457.0,2013-09-27,Dragonair lsd,330,
1458.0,2013-10-21,THY Turkish AL,330,C
1459.0,2013-09-27,Air China,330,C
1460.0,2013-09-19,Philippine AL,330,C
1461.0,2013-09-13,China Eastern AL,330,C
1462.0,2013-10-10,Saudi Arabian AL,330,C
1463.0,2013-01-10,Philippine AL,330,C
1464.0,2013-10-22,Asiana AL lsd,330,C
1465.0,2013-09-10,Fiji AW,330,C
1466.0,2013-10-14,Air Namibia lsd,330,
1467.0,2013-03-10,Philippine AL,330,
1468.0,2013-11-21,China Eastern AL,330,C
1469.0,2013-10-22,Hawaiian AL,330,C
1470.0,2013-10-30,Malaysian AS,330,C
1471.0,2013-10-31,Air China lsd,330,C
1472.0,2013-11-21,Afriqiyah AW,330,STD
1473.0,2013-10-24,Saudi Arabian AL,330,C
1474.0,2013-11-28,Garuda Indonesian AW,330,C
1475.0,2013-11-15,Philippine AL,330,
1476.0,2013-07-11,THY Turkish AL,330,C
1477.0,2013-11-21,Singapore AL lsd,330,
1478.0,2013-08-11,MTAD,330,
1479.0,2013-11-18,China Eastern AL,330,C
1480.0,2013-11-26,American AL,330,STD
1481.0,2013-11-13,AirAsia X,330,STD
1482.0,2013-11-22,Philippine AL,330,
1483.0,2013-12-16,Skymark AL lsd,330,
1484.0,2013-12-20,China Eastern AL,330,C
1485.0,2014-07-01,Singapore AL lsd,330,
1486.0,2013-12-19,Etihad AW,330,
1487.0,2013-12-13,THY Turkish AL,330,C
1488.0,2014-08-01,Hawaiian AL,330,C
1489.0,2014-10-01,Malaysian AS,330,C
1490.0,2013-06-12,Iberia,330,C
1491.0,2014-01-22,Skymark AL lsd,330,
1492.0,2014-04-14,Avianca lsd,330,
1493.0,2014-01-28,Air China,330,C
1494.0,2013-12-19,China Southern AL,330,C
1495.0,2014-01-30,Cebu Pacific AL lsd,330,
1496.0,2014-01-15,Hawaiian AL,330,C
1497.0,2014-12-02,Lufthansa,330,C
1498.0,2014-01-29,MTAD,330,
1499.0,2014-08-04,Afriqiyah AW,330,
1500.0,2014-01-27,China Eastern AL,330,C
1501.0,2014-12-02,THY Turkish AL,330,C
1502.0,2014-01-31,American AL,330,STD
1503.0,2014-02-25,Cathay Pacific AW,330,
1504.0,2014-11-02,Philippine AL,330,C
1505.0,2014-08-04,Libyan AL,330,C
1507.0,2014-02-21,Iberia,330,C
1508.0,2014-03-14,Avianca slsd,330,
1509.0,2013-02-19,Air China,330,C
1510.0,2014-03-27,Philippine AL lsd,330,STD
1511.0,2014-04-03,Hawaiian AL,330,C
1512.0,2014-10-03,American AL,330,STD
1513.0,2014-06-03,Saudi Arabian AL,330,C
1514.0,2014-11-03,THY Turkish AL,330,C
1515.0,2014-03-20,Iberia,330,C
1516.0,2014-03-20,MTAD,330,
1517.0,2014-03-04,Singapore AL lsd,330,
1518.0,2014-03-28,Asiana AL lsd,330,C
1519.0,2014-03-14,China Southern AL,330,C
1520.0,2014-03-31,China Eastern AL,330,C
1521.0,2014-04-23,Etihad AW,330,
1522.0,2014-04-29,THY Turkish AL,330,STD
1523.0,2014-05-19,Cathay Pacific AW,330,
1525.0,2014-09-04,Air China,330,C
1526.0,2014-04-25,American AL,330,STD
1527.0,2014-04-18,Cebu Pacific AL lsd,330,C
1528.0,2014-05-05,Sichuan AL lsd,330,C
1529.0,2014-10-06,THY Turkish AL,330,C
1530.0,2014-05-26,Hawaiian AL,330,C
1531.0,2014-05-05,Philippine AL lsd,330,
1532.0,2014-05-16,Hainan AL lsd,330,C
1533.0,2014-06-05,AirAsia X,330,
1535.0,2014-06-25,Afriqiyah AW,330,
1536.0,2014-10-06,China Southern AL,330,C
1537.0,2014-05-30,China Eastern AL,330,C
1538.0,2014-02-06,Air China,330,C
1539.0,2014-05-16,China AL lsd,330,C
1540.0,2014-02-06,Avianca lsd,330,
1541.0,2014-05-20,Air China,330,C
1542.0,2014-06-06,Skymark AL lsd,330,
1543.0,2014-12-06,Libyan AL,330,C
1544.0,2014-08-07,Singapore AL lsd,330,
1545.0,2014-06-25,Cathay Pacific AW,330,
1546.0,2014-12-06,Philippine AL,330,C
1547.0,2014-06-13,China Eastern AL,330,C
1548.0,2014-06-23,Garuda Indonesian AW,330,C
1549.0,2014-07-23,AirAsia X,330,
1551.0,2014-10-07,China Eastern AL,330,C
1552.0,2014-07-17,Cebu Pacific AL lsd,330,C
1553.0,2014-01-08,Philippine AL,330,C
1554.0,2014-07-17,Skymark AL lsd,330,
1555.0,2014-07-17,MTAD,330,
1556.0,2014-10-09,Korean Air,330,C
1557.0,2014-12-08,Cathay Pacific AW,330,
1558.0,2014-09-09,Hainan AL lsd,330,C
1559.0,2014-07-22,Philippine AL,330,
1560.0,2014-04-09,Garuda Indonesian AW lsd,330,C
1561.0,2014-08-26,Virgin Australia AL lsd,330,
1562.0,2014-07-08,Singapore AL lsd,330,
1563.0,2014-08-27,Air China,330,C
1564.0,2014-04-09,SriLankan AL lsd,330,C
1565.0,2014-03-09,Hawaiian AL,330,C
1566.0,2014-01-10,Philippine AL,330,C
1567.0,2014-09-16,Cathay Pacific AW,330,
1568.0,2014-10-15,Philippine AL lsd,330,C
1569.0,2014-02-10,China Eastern AL,330,C
1570.0,2014-09-18,Air China,330,C
1571.0,2014-10-28,THY Turkish AL,330,C
1572.0,2014-10-28,Oman Air,330,C
1573.0,2014-09-26,Hainan AL lsd,330,C
1574.0,2014-02-10,Skymark AL lsd,330,
1575.0,2014-10-14,China Southern AL,330,C
1576.0,2014-10-31,Korean Air,330,C
1577.0,2014-10-24,Garuda Indonesian AW lsd,330,C
1579.0,2014-10-21,Sichuan AL lsd,330,C
1580.0,2014-10-15,KLM lsd,330,C
1581.0,2014-10-31,AirAsia X,330,C
1582.0,2014-11-20,Oman Air,330,C
1583.0,2014-03-11,SriLankan AL lsd,330,C
1585.0,2014-11-20,Garuda Indonesian AW lsd,330,C
1586.0,2014-06-11,Synergy Aerospace,330,
1587.0,2014-11-21,Air China,330,W/O
1588.0,2014-02-12,China Eastern AL,330,C
1589.0,2014-09-12,AirAsia X,330,C
1590.0,2014-04-12,Korean Air,330,C
1591.0,2014-11-26,Hainan AL lsd,330,C
1592.0,2014-09-12,IAP,330,
1593.0,2015-08-01,China Southern AL,330,C
1595.0,2014-12-12,China Eastern AL,330,C
1596.0,2015-09-01,AirAsia X,330,
1597.0,2015-08-01,Singapore AL lsd,330,
1598.0,2015-01-30,Cathay Pacific AW,330,
1599.0,2015-01-22,Oman Air,330,C
1600.0,2015-01-14,AirAsia X,330,
1601.0,2015-01-20,MTAD,330,
1602.0,2015-12-02,Cebu Pacific AL lsd,330,C
1603.0,2015-01-21,China Eastern AL,330,C
1604.0,2015-01-28,SriLankan AL,330,
1605.0,2015-06-02,Aerolineas Argentinas,330,C
1606.0,2015-12-01,Hawaiian AL lsd,330,C
1607.0,2015-02-24,CIT LC,330,
1608.0,2015-10-23,Synergy Aerospace,330,
1609.0,2015-12-03,Singapore AL lsd,330,
1610.0,2015-04-27,MTAD,330,
1611.0,2015-02-16,Korean Air,330,C
1612.0,2015-04-15,AirAsia X,330,C
1613.0,2015-11-03,Air Algerie,330,C
1614.0,2015-02-13,Hainan AL lsd,330,
1615.0,2015-04-17,Hawaiian AL,330,C
1616.0,2015-03-16,THY Turkish AL,330,C
1617.0,2015-04-30,China Eastern AL,330,C
1618.0,2015-04-18,Cathay Pacific AW,330,C
1619.0,2015-05-20,Thai AirAsia X,330,C
1620.0,2015-03-27,THY THY Turkish AL,330,C
1621.0,2015-02-27,Cathay Pacific AW,330,
1622.0,2015-02-04,THY Turkish AL,330,C
1623.0,2015-08-04,Aerolineas Argentinas,330,C
1624.0,2015-11-03,CIT LC,330,
1625.0,2015-03-23,China Southern AL,330,C
1626.0,2015-05-21,Kuwait AW,330,C
1627.0,2015-04-24,Delta AL,330,C
1628.0,2015-12-01,Delta AL,330,C
1629.0,2015-04-22,THY Turkish AL,330,C
1630.0,2015-10-04,Air Algerie,330,C
1631.0,2015-03-24,Tunis Air,330,C
1632.0,2015-05-06,China Eastern AL,330,C
1633.0,2015-05-21,Singapore AL,330,
1634.0,2015-09-04,Hainan AL,330,C
1635.0,2015-12-11,IAP,330,
1636.0,2015-05-22,China Southern AL,330,C
1637.0,2015-05-06,Delta AL,330,C
1638.0,2015-10-06,Korean Air,330,C
1639.0,2015-05-26,China Eastern AL,330,C
1640.0,2015-06-18,THY Turkish AL,330,C
1641.0,2015-05-13,Tunis Air,330,C
1642.0,2015-06-29,THY Turkish AL,330,C
1643.0,2015-06-17,Kuwait AW,330,C
1644.0,2015-06-16,THY Turkish AL,330,C
1645.0,2015-06-29,China Southern AL,330,C
1646.0,2015-06-22,BOC,330,
1647.0,2015-08-20,Korean Air,330,C
1648.0,2015-07-28,Singapore AL,330,
1649.0,2015-03-06,Air Algerie,330,C
1650.0,2015-07-21,SriLankan AL,330,C
1651.0,2015-12-16,Intrepid Aviation,330,
1653.0,2015-07-23,Kuwait AW,330,C
1654.0,2015-06-24,Garuda Indonesia,330,C
1655.0,2015-01-09,China Eastern AL,330,C
1656.0,2015-07-17,Hainan AL,330,C
1657.0,2015-03-07,Synergy Aerospace,330,
1658.0,2015-04-09,Air China,330,C
1659.0,2015-11-26,AirAsia X,330,
1660.0,2015-08-26,SAS,330,C
1662.0,2015-08-25,Sichuan AL lsd,330,C
1663.0,2015-07-15,Hainan AL,330,C
1664.0,2015-08-13,China Eastern AL,330,C
1665.0,2015-10-09,SAS,330,C
1666.0,2015-09-19,Singapore AL,330,
1667.0,2015-10-09,MTAD,330,
1668.0,2015-12-10,Hong Kong AL,330,C
1669.0,2015-07-10,SriLankan AL,330,C
1670.0,2015-11-16,AirAsia X,330,
1671.0,2015-02-09,Garuda Indonesia,330,C
1672.0,2015-09-15,Hawaiian AL,330,C
1673.0,2015-09-10,Air China,330,C
1674.0,2015-05-11,BOC,330,
1675.0,2015-09-10,Lion Air,330,C
1676.0,2015-10-19,Alpha Star Aviation Svcs,330,
1677.0,2015-09-10,Hainan AL,330,C
1678.0,2015-09-24,Kuwait AW,330,C
1679.0,2015-01-10,Delta AL,330,C
1680.0,2015-10-27,Lion Air,330,C
1681.0,2015-11-13,Kuwait AW,330,C
1684.0,2015-09-11,EVA AW,330,C
1685.0,2015-10-21,Air China,330,C
1686.0,2015-10-20,Hainan AL,330,C
1687.0,2015-11-18,SriLankan AL,330,C
1689.0,2015-10-12,SriLankan AL,330,C
1690.0,2015-09-12,EVA AW,330,C
1691.0,2015-11-27,Evelop AL,330,
1692.0,2015-12-18,Fiji AW lsd,330,C
1693.0,2015-11-28,Lion Air,330,C
1694.0,2015-12-14,Iberia,330,
1695.0,2015-12-14,Air China,330,C
