c/n,f/f,operator,type,St
188.0,1997-08-29,Philippine AL ,330,
189.0,1997-10-15,Philippine AL ,330,
191.0,1997-05-09,Philippine AL ,330,
195.0,1997-04-12,PROTO 330-200 #2,330,
198.0,1997-11-26,Philippine AL ,330,
200.0,1997-12-17,Philippine AL ,330,
203.0,1998-01-16,Philippine AL ,330,
205.0,1998-01-20,Canada 3000 lsd,330,
206.0,1998-04-15,Korean Air,330,
209.0,1998-04-15,Thai AW Int ,330,
211.0,1998-03-27,Canada 3000,330,
219.0,1998-12-05,Korean Air,330,W/O
222.0,1998-10-07,Korean Air,330,
223.0,1998-07-15,Austrian AL ,330,
224.0,1998-09-30,Thai AW Int ,330,SCR
226.0,1998-08-21,Korean Air,330,
229.0,1998-10-08,Swissair,330,
230.0,1998-08-28,Sabena,330,
231.0,1998-08-21,Thai AW Int ,330,
232.0,1998-08-10,TAM Brazil lsd,330,
234.0,1998-09-22,Dragonair ,330,
238.0,1998-12-10,TAM Brazil lsd,330,
241.0,1998-12-11,Korean Air,330,C
244.0,1998-04-11,Cathay Pacific,330,
247.0,1998-07-12,TAM Brazil lsd,330,SCR
248.0,1998-12-18,Emirates AL ,330,
249.0,1998-11-23,Swissair,330,
250.0,1999-01-13,Air Transat lsd,330,
251.0,1999-01-26,Emirates AL,330,
253.0,1999-07-01,Swissair lsd,330,
254.0,1999-06-04,Airtours International,330,
255.0,1999-01-15,Swissair lsd,330,
256.0,1999-05-01,Korean Air,330,C
258.0,1999-09-02,Korean Air,330,
259.0,1999-03-02,TAM Brazil,330,
261.0,1999-09-03,Monarch AL,330,
262.0,1999-12-02,Swissair lsd,330,
265.0,1999-02-23,Monarch AL,330,
266.0,1999-04-06,Airtours International,330,
267.0,1999-04-16,Korean Air,330,C
269.0,1999-04-13,Aer Lingus,330,
271.0,1999-03-17,Air Transat lsd,330,
272.0,1999-07-05,Canada 3000 lsd,330,
275.0,1999-04-23,Swissair,330,
276.0,1999-05-27,Gulf Air,330,
277.0,1999-07-06,Air Canada,330,C
279.0,1999-08-30,Air Canada,330,C
281.0,1999-03-06,Gulf Air,330,
283.0,1999-06-23,Emirates AL,330,
284.0,1999-01-10,Air Canada,330,C
285.0,1999-06-16,Corsair,330,C
286.0,1999-06-24,Gulf Air,330,
287.0,1999-06-21,Gulf Air,330,
288.0,1999-06-30,Swissair,330,
290.0,1999-07-19,Sabena lsd,330,
291.0,1999-07-13,Swissair,330,
293.0,1999-07-15,Emirates AL,330,
294.0,1999-08-27,Swissair lsd,330,
295.0,1999-08-19,Emirates AL,330,
296.0,1999-08-09,Sabena lsd,330,
299.0,1999-09-17,Swissair,330,
300.0,1999-10-29,Sabena lsd,330,
301.0,1999-10-22,Airtours International,330,
303.0,1999-07-10,Srilankan AL,330,C
305.0,1999-10-14,Flightlease,330,
306.0,1999-07-10,Srilankan AL,330,C
308.0,1999-09-11,Swissair,330,
309.0,1999-11-25,Airtours International,330,
311.0,1999-11-25,Srilankan AL,330,C
312.0,1999-11-26,Swissair,330,
313.0,1999-07-12,Srilankan AL,330,
314.0,1999-12-23,Emirates AL,330,
315.0,2000-07-03,US AW,330,
316.0,2000-05-01,Emirates AL,330,
317.0,1999-12-20,Austrian AL lsd,330,
320.0,2000-03-21,Corsair,330,SCR
322.0,2000-01-18,Sabena,330,
323.0,2000-03-31,US AW,330,
324.0,2000-01-27,Sabena,330,
326.0,2000-02-15,Emirates AL,330,
328.0,2000-07-03,Emirates AL,330,
330.0,2000-04-04,Aer Lingus lsd,330,
333.0,2000-06-04,US AW lsd,330,
334.0,2000-04-28,Gulf Air,330,
336.0,2000-12-04,Srilankan AL,330,W/O
337.0,2000-03-05,US AW lsd,330,
338.0,2000-05-16,Korean Air,330,C
339.0,2000-05-15,Canada 3000 lsd,330,
340.0,2000-04-17,Gulf Air,330,
341.0,2000-03-05,Srilankan AL,330,W/O
342.0,2000-06-15,US AW lsd,330,
343.0,2000-05-18,Swissair,330,
344.0,2000-06-15,Air Canada,330,C
345.0,2000-09-13,Emirates AL,330,
346.0,2000-06-06,Thai AW Int,330,STD
348.0,2000-08-30,Emirates AL,330,
349.0,2000-06-30,Airtours/Premiair,330,
350.0,2000-07-07,Korean Air,330,C
351.0,2000-07-26,Korean Air,330,C
353.0,2000-08-30,Fll/Novair AL,330,
356.0,2000-07-20,Airtours/Premiair,330,
357.0,2000-10-08,Airtours/Premiair,330,
358.0,2000-08-09,Air Afrique lsd,330,
361.0,2000-05-10,TAM Brasil,330,
362.0,2000-09-26,Novair AL lsd ,330,
364.0,2000-10-17,Air Afrique lsd,330,
365.0,2000-10-25,Emirates AL,330,
366.0,2000-01-07,Swissair,330,
368.0,2000-08-11,Korean Air,330,C
369.0,2000-08-11,Edelweiss Air lsd,330,
370.0,2000-11-15,US AW lsd,330,
372.0,2000-11-20,Emirates AL,330,
375.0,2000-12-14,US AW lsd,330,
380.0,2001-08-01,US AW,330,
382.0,2001-12-01,Emirates AL,330,SCR
384.0,2000-12-21,Emirates AL,330,SCR
386.0,2001-01-18,Cathay Pacific,330,
388.0,2001-12-02,US AW,330,
389.0,2001-01-25,Cathay Pacific,330,
392.0,2001-09-03,Emirates AL,330,
393.0,2001-03-13,Cathay Pacific,330,
396.0,2001-02-21,Emirates AL,330,
397.0,2001-03-16,Aer Lingus,330,
398.0,2001-09-04,bmi British Midland,330,
400.0,2001-03-23,Air Canada,330,C
401.0,2001-04-13,bmi British Midland,330,
403.0,2001-03-04,LTU Int'l AW,330,
404.0,2001-09-05,bmi British Midland lsd,330,
405.0,2001-04-27,Dragonair,330,
407.0,2001-05-21,Dragonair lsd,330,
408.0,2001-05-28,Air Canada,330,C
409.0,2001-05-15,Emirates AL,330,
412.0,2001-12-06,Air Canada,330,C
418.0,2001-07-25,Cathay Pacific AW,330,C
419.0,2001-07-30,Air Canada,330,C
420.0,2001-10-08,Cathay Pacific AW,330,C
421.0,2001-07-09,Cathay Pacific AW,330,C
422.0,2001-08-24,Air France lsd,330,C
423.0,2001-11-09,Cathay Pacific AW,330,C
425.0,2001-03-09,Korean Air,330,
427.0,2001-09-10,JMC AL lsd,330,
428.0,2001-12-09,Korean Air,330,C
432.0,2001-09-10,LTU Int'l AW lsd,330,
437.0,2001-07-11,Emirates AL,330,
439.0,2001-11-14,Cathay Pacific AW,330,
441.0,2001-11-27,Qatar AW,330,
443.0,2001-11-29,Air France,330,C
444.0,2002-01-16,LTU Int'l AW lsd,330,
448.0,2002-09-01,Air France lsd,330,C
451.0,2002-09-01,Emirates AL,330,
452.0,2002-04-02,Emirates AL,330,
454.0,2002-01-22,LTU Int'l AW lsd,330,
455.0,2003-04-02,Emirates AL,330,
456.0,2002-07-02,JMC AL lsd,330,
458.0,2002-02-25,Air France lsd,330,C
461.0,2002-03-19,Iberworld lsd,330,
462.0,2002-02-19,Emirates AL lsd,330,
463.0,2002-11-19,Volare AL lsd,330,
465.0,2002-12-03,Air France lsd,330,C
466.0,2002-03-26,TAM lsd,330,
469.0,2002-11-03,LTU Int'l AW lsd,330,
472.0,2002-04-30,TAM lsd,330,
473.0,2002-04-22,Qatar AW,330,
476.0,2002-04-30,LTU Int'l AW lsd,330,
477.0,2002-04-29,TAM lsd,330,
479.0,2002-05-28,Dragonair,330,
480.0,2002-05-27,Air Transat lsd,330,
481.0,2002-06-06,Air France lsd,330,C
484.0,2002-02-07,Korean Air,330,C
486.0,2002-05-06,TAM lsd,330,
487.0,2002-06-25,Qatar AW,330,C
490.0,2002-07-18,Korean Air,330,C
493.0,2002-05-07,LTU Int'l AW lsd,330,
494.0,2002-07-22,Emirates AL,330,
496.0,2002-09-20,SAS lsd,330,
497.0,2002-03-09,SAS lsd,330,
498.0,2002-10-19,Air France,330,C
500.0,2002-11-09,Air France lsd,330,C
501.0,2002-10-25,Star AL lsd,330,
502.0,2002-09-24,Air France lsd,330,C
503.0,2002-08-10,Air France lsd,330,C
504.0,2002-06-11,Volare AL lsd,330,
505.0,2002-10-21,Cyprus AW lsd,330,
506.0,2003-07-02,Qantas,330,
507.0,2002-11-23,Air Caledonie Int'l,330,
508.0,2002-11-10,Qantas,330,
509.0,2002-12-16,Emirates AL,330,
510.0,2002-11-23,Air Caledonie Int'l,330,
511.0,2003-01-17,Qatar AW,330,
512.0,2002-11-26,Dragonair,330,
513.0,2003-07-02,Qantas,330,
515.0,2003-01-16,SAS lsd,330,
516.0,2003-03-02,Air France lsd,330,C
519.0,2003-02-17,Air France lsd,330,C
521.0,2003-10-03,Qatar AW,330,
522.0,2002-11-26,Qantas,330,
524.0,2003-09-01,Northwest AL,330,
525.0,2003-02-28,Emirates AL,330,
526.0,2003-03-21,Cyprus AW lsd,330,
527.0,2003-04-04,MEA-Middle East AL lsd,330,
529.0,2003-03-27,MEA-Middle East AL lsd,330,
530.0,2003-04-06,EVA Air lsd,330,
532.0,2003-10-04,MEA-Middle East AL lsd,330,
533.0,2003-06-06,Northwest AL,330,C
535.0,2003-12-05,EVA Air lsd,330,
536.0,2003-04-28,Emirates AL,330,
539.0,2003-07-07,Cathay Pacific AW,330,C
542.0,2003-08-29,Northwest AL,330,
548.0,2003-08-09,Cathay Pacific AW,330,C
549.0,2003-09-09,Northwest AL,330,
550.0,2003-07-08,Korean AL,330,C
551.0,2003-12-11,Livingston AL lsd,330,
552.0,2003-09-10,Northwest AL,330,
553.0,2003-05-11,Qantas,330,C
555.0,2003-12-06,EVA AW lsd,330,
558.0,2003-10-10,Qantas,330,C
564.0,2003-11-18,Qantas,330,C
565.0,2003-07-11,Cathay Pacific AW,330,C
567.0,2004-10-01,Air France,330,C
568.0,2003-08-12,SAS lsd,330,
570.0,2004-09-02,Lufthansa,330,
571.0,2004-02-03,Qatar AW,330,
573.0,2004-09-01,EVA AW lsd,330,
574.0,2004-09-01,Qantas,330,C
576.0,2004-01-19,Lufthansa,330,
578.0,2004-10-02,Northwest AL,330,
579.0,2004-01-30,Lufthansa,330,
581.0,2004-02-03,Dragonair lsd,330,
584.0,2004-03-13,Air France lsd,330,C
587.0,2004-03-18,EVA AW lsd,330,
588.0,2004-01-03,Northwest AL,330,
591.0,2004-03-25,Northwest AL,330,
593.0,2004-04-23,Qantas,330,C
595.0,2004-03-29,Qantas,330,C
597.0,2004-05-27,Livingston AL lsd,330,
602.0,2004-05-19,China AL,330,C
603.0,2004-03-05,Qantas,330,C
605.0,2004-09-06,Qatar AW,330,
607.0,2004-10-06,China AL,330,C
609.0,2004-08-06,Northwest AL,330,
612.0,2004-07-29,Qatar AW lsd,330,
614.0,2004-07-23,Northwest AL,330,
616.0,2004-06-25,Qatar AW lsd,330,
618.0,2004-08-07,Northwest AL,330,
620.0,2004-08-26,Northwest AL,330,
621.0,2004-07-23,Northwest AL,330,
623.0,2004-10-09,Qatar AW,330,
625.0,2004-02-09,Yemenia AW lsd,330,
627.0,2004-10-09,Livingston AL lsd,330,
629.0,2004-08-27,Lufthansa,330,
631.0,2004-05-10,Northwest AL,330,
632.0,2004-09-28,Yemenia AW lsd,330,
633.0,2004-06-10,Northwest AL,330,
634.0,2004-11-10,EVA Air lsd,330,
635.0,2004-10-29,Star AL lsd,330,
636.0,2004-10-18,Lufthansa,330,
637.0,2004-11-17,Qatar AW,330,STD
638.0,2004-11-26,Qatar AW,330,
640.0,2004-10-11,Asiana AL,330,C
641.0,2004-11-25,China AL,330,C
642.0,2004-08-11,Lufthansa,330,C
644.0,2004-06-12,Air Algerie,330,C
645.0,2004-12-16,Lufthansa,330,
647.0,2005-01-13,Air Algerie,330,C
648.0,2005-01-17,Lufthansa,330,
649.0,2005-01-02,China Southern AL,330,C
650.0,2005-12-01,Air Algerie,330,C
652.0,2005-02-23,China Southern AL,330,C
653.0,2005-01-27,Air Algerie,330,C
654.0,2005-02-25,Dragonair lsd,330,
655.0,2005-02-24,EVA Air lsd,330,
656.0,2005-11-03,China Southern AL,330,C
657.0,2005-02-15,Air France,330,C
658.0,2005-04-29,Etihad AW lsd,330,STD
659.0,2005-03-30,Qatar AW,330,
660.0,2005-02-25,Air France,330,W/O
661.0,2005-03-22,EVA Air lsd,330,
662.0,2005-12-04,Dragonair lsd,330,
663.0,2005-03-31,Northwest AL,330,
664.0,2005-05-19,China Southern AL,330,C
665.0,2005-04-05,Eurofly lsd,330,
666.0,2005-03-25,Egyptair,330,C
667.0,2005-11-04,Air Algerie,330,C
669.0,2005-05-23,Cathay Pacific AL lsd,330,
670.0,2005-03-06,Iberworld lsd,330,
671.0,2005-04-22,China AL,330,C
673.0,2005-05-27,Cathay Pacific AL lsd,330,
674.0,2005-05-13,Northwest AL,330,
675.0,2005-05-17,China AL,330,C
676.0,2005-06-16,Asiana AL,330,C
678.0,2005-06-23,EVA Air,330,C
679.0,2005-06-16,Cathay Pacific AL lsd,330,
680.0,2005-07-27,Qatar AW,330,C
682.0,2005-01-08,KLM,330,C
683.0,2005-06-27,Egyptair,330,C
684.0,2005-08-07,Qatar AW lsd,330,
686.0,2005-07-19,KLM,330,C
687.0,2005-07-07,Lufthansa,330,C
688.0,2005-07-28,Etihad AW lsd,330,STD
690.0,2005-07-21,Northwest AL,330,
691.0,2005-08-18,China AL,330,C
692.0,2005-06-10,Dragonair lsd,330,
693.0,2005-07-09,EVA Air,330,C
695.0,2005-08-30,Qantas,330,C
696.0,2005-09-16,Egyptair,330,
697.0,2005-08-31,THY Turkish AL,330,C
699.0,2005-09-13,China AL,330,C
700.0,2005-07-10,TAM lsd,330,
701.0,2005-09-26,Lufthansa,330,
703.0,2005-10-26,KLM,330,C
704.0,2005-11-15,THY Turkish AL,330,C
705.0,2005-11-10,Qantas,330,C
707.0,2005-10-24,China AL,330,C
708.0,2005-11-16,Asiana AL,330,C
711.0,2005-01-12,Qatar AW,330,C
712.0,2005-11-30,Qantas,330,C
713.0,2005-12-21,China Eastern AL,330,
714.0,2005-07-12,China AL,330,C
716.0,2005-11-22,Dragonair lsd,330,
717.0,2006-09-01,Etihad AW,330,
718.0,2006-04-01,Northwest AL,330,
720.0,2005-02-12,China Eastern AL,330,
721.0,2006-01-19,Qatar AW,330,C
722.0,2006-01-19,Northwest AL,330,
724.0,2006-01-27,Etihad AW,330,STD
725.0,2006-02-01,China AL lsd,330,
726.0,2006-03-02,Egyptair,330,C
728.0,2006-01-17,China Eastern AL,330,
729.0,2006-02-14,Etihad AW,330,STD
730.0,2006-02-03,Etihad AW,330,STD
732.0,2006-02-02,China Eastern AL,330,
733.0,2006-08-03,Air Europa lsd,330,
734.0,2006-02-24,Qatar AW,330,C
735.0,2006-02-20,China Eastern AL,330,
737.0,2006-03-22,Etihad AW,330,STD
738.0,2006-08-04,KLM,330,C
739.0,2006-03-21,LTU Int'l AW lsd,330,
741.0,2006-02-03,Dragonair lsd,330,
742.0,2006-03-29,THY Turkish AL,330,C
743.0,2006-03-31,Qatar AW,330,C
745.0,2006-03-15,Air Europa lsd,330,
746.0,2006-04-24,Qatar AW,330,C
747.0,2006-03-30,Royal Australian AF,330,
749.0,2006-04-28,Air Europa lsd,330,
750.0,2006-04-05,Air China,330,C
751.0,2006-04-20,Jet AW lsd,330,
752.0,2006-04-27,China AL,330,C
754.0,2006-09-06,THY Turkish AL,330,C
755.0,2006-04-26,EVA AW,330,C
756.0,2006-01-06,Air China,330,C
758.0,2006-08-06,Air Caraibes lsd,330,C
759.0,2006-05-18,Air China,330,C
760.0,2006-04-07,Qatar AW,330,
769.0,2006-06-22,China AL,330,
770.0,2006-07-26,KLM,330,C
772.0,2006-02-06,Asiana AL,330,C
773.0,2006-06-20,China Eastern AL lsd,330,
774.0,2006-11-07,THY Turkish AL,330,C
776.0,2006-04-07,Cathay Pacific AW lsd,330,C
777.0,2006-08-29,China Eastern AL,330,
778.0,2006-10-08,Northwest AL,330,
780.0,2006-08-30,Air China,330,C
781.0,2006-04-09,China Eastern AL,330,
782.0,2006-01-08,China Eastern AL,330,
784.0,2006-10-10,Northwest AL,330,
785.0,2006-09-26,Air China,330,STD
786.0,2006-09-10,Dragonair lsd,330,
788.0,2006-10-31,Etihad AW,330,STD
789.0,2006-09-28,Qatar AW,330,
791.0,2006-09-15,China Eastern AL,330,
792.0,2006-12-10,Qatar AW,330,C
795.0,2006-10-24,Thomas Cook AL lsd,330,
796.0,2006-10-18,Northwest AL,330,
797.0,2006-10-31,Air China,330,C
799.0,2006-11-30,Northwest AL,330,
801.0,2006-11-13,KLM,330,C
802.0,2006-11-23,Eurofly lsd,330,
803.0,2006-11-15,Asiana AL,330,C
806.0,2006-01-12,Northwest AL,330,
807.0,2006-11-29,Jet AW lsd,330,
809.0,2007-11-01,Etihad AW,330,STD
810.0,2006-05-12,Air China,330,
811.0,2006-12-20,KLM lsd,330,
813.0,2006-12-21,Qatar AW,330,C
814.0,2007-01-02,Air Europa lsd,330,
815.0,2007-12-01,Air China,330,
817.0,2007-01-19,Northwest AL,330,
818.0,2007-06-02,China Southern AL,330,
819.0,2007-01-24,KLM lsd,330,
820.0,2007-01-31,Qatar AW,330,
821.0,2007-02-21,China Eastern AL,330,C
822.0,2007-02-13,Air Comet lsd,330,
823.0,2007-02-19,China AL,330,C
824.0,2007-03-14,Etihad AW,330,
825.0,2007-02-28,Jet AW slsd,330,
826.0,2007-02-27,Qatar AW,330,C
827.0,2007-03-14,Northwest AL,330,
828.0,2007-03-13,LTU Int'l AW lsd,330,
830.0,2007-03-19,China Eastern AL,330,
831.0,2007-04-27,Jet AW lsd,330,
832.0,2007-04-26,Etihad AW,330,
833.0,2007-03-27,Iberworld lsd,330,
834.0,2007-05-04,KLM lsd,330,
836.0,2007-04-25,China Eastern AL,330,C
838.0,2007-03-28,China AL,330,C
839.0,2007-04-16,Air China,330,C
840.0,2007-05-18,China Southern AL,330,
841.0,2007-02-05,Aer Lingus,330,C
842.0,2007-05-29,Jetstar AW lsd,330,
843.0,2007-04-26,Northwest AL,330,
845.0,2007-06-21,Asiana AL,330,C
847.0,2007-05-24,Aer Lingus,330,C
849.0,2007-05-23,Qatar AW,330,C
850.0,2007-06-27,Cathay Pacific AW,330,C
851.0,2007-06-26,China Eastern AL,330,C
852.0,2007-05-07,Etihad AW,330,
853.0,2007-07-13,Jetstar AW lsd,330,
854.0,2007-02-08,Etihad AW,330,
855.0,2007-10-08,Cathay Pacific AW,330,C
857.0,2007-04-07,Northwest AL,330,
858.0,2007-10-07,Northwest AL,330,
859.0,2007-01-08,Northwest AL,330,
860.0,2007-11-07,Air China,330,C
861.0,2007-04-09,China AL,330,C
863.0,2007-09-20,Midroc Aviation,330,
865.0,2007-08-08,Northwest AL,330,
867.0,2007-09-24,Air China,330,C
868.0,2007-07-09,Etihad AW,330,
869.0,2007-10-24,TAM,330,
873.0,2007-05-10,Air China,330,C
874.0,2008-09-04,Kingfisher AL slsd,330,
875.0,2007-10-18,Hainan AL lsd,330,C
876.0,2007-10-29,TAM,330,
877.0,2007-10-23,TAP Air Portugal,330,
879.0,2007-10-26,China Southern AL,330,
881.0,2007-11-15,Hainan AL lsd,330,C
882.0,2007-10-29,Jet AW lsd,330,
883.0,2007-06-11,Air Mauritius,330,
884.0,2007-09-11,Air China,330,C
885.0,2007-11-20,Jet AW lsd,330,
887.0,2007-11-26,Qantas,330,C
888.0,2007-11-29,Jet AW lsd,330,
889.0,2007-11-27,China Southern AL,330,
890.0,2007-11-29,Air China,330,C
891.0,2008-05-23,Kingfisher AL lsd,330,
892.0,2007-12-17,Qantas lsd,330,
893.0,2007-12-18,Qatar AW,330,
895.0,2007-12-19,Cathay Pacific AW lsd,330,
896.0,2008-09-01,Lufthansa,330,C
898.0,2008-01-17,Qantas lsd,330,
899.0,2008-01-14,TAP Air Portugal,330,
900.0,2008-01-28,KLM lsd,330,
901.0,2008-11-01,Jet AW lsd,330,
903.0,2008-01-28,Air China,330,C
904.0,2008-01-30,TAP Air Portugal,330,STD
905.0,2008-01-29,Lufthansa,330,C
906.0,2008-12-02,Hainan AL lsd,330,C
907.0,2008-07-02,Qatar AW,330,C
908.0,2008-02-21,China Southern AL,330,
909.0,2008-07-02,Air China,330,C
911.0,2008-02-13,Air Berlin,330,
913.0,2008-02-25,Lufthansa,330,C
914.0,2008-11-03,TAP Air Portugal,330,C
915.0,2008-03-26,Cathay Pacific AW lsd,330,
916.0,2008-02-28,China Eastern AL,330,C
918.0,2008-06-03,Qatar AW,330,C
919.0,2008-11-03,Hainan AL lsd,330,
920.0,2008-03-20,China AL lsd,330,C
922.0,2008-04-17,Lufthansa,330,C
923.0,2008-04-29,Jet AW lsd,330,
925.0,2008-04-18,KLM lsd,330,
926.0,2008-05-22,MEA - Middle East AL,330,
927.0,2008-05-26,Kingfisher AL lsd,330,
928.0,2008-04-25,China Eastern AL,330,C
930.0,2008-04-06,Air China,330,C
931.0,2008-05-15,Air Europa lsd,330,
932.0,2008-05-06,Jet AW lsd,330,
934.0,2008-05-29,TAP Air Portugal,330,C
935.0,2008-06-19,China Southern AL,330,
936.0,2008-06-19,China Eastern AL,330,C
937.0,2008-06-19,China Southern AL,330,
939.0,2008-09-07,Kingfisher AL lsd,330,
940.0,2008-05-20,Qantas lsd,330,
941.0,2008-07-07,Air China,330,C
942.0,2008-11-07,China Eastern AL,330,C
943.0,2008-01-08,Air Comet lsd,330,
944.0,2008-08-07,Air China,330,C
945.0,2008-01-07,Qantas lsd,330,
946.0,2008-07-30,Kingfisher AL lsd,330,
947.0,2008-08-14,Jet AW lsd,330,
948.0,2008-02-09,Avianca lsd,330,
949.0,2008-08-28,TAM,330,
950.0,2008-07-16,Air Europa lsd,330,
951.0,2008-04-14,Royal Australian AF,330,
952.0,2008-09-26,AirAsia X,330,
954.0,2008-02-09,China Southern AL,330,
956.0,2008-10-09,Jet AW slsd,330,
957.0,2008-09-09,Air China,330,C
958.0,2008-01-10,China Southern AL,330,
959.0,2008-03-10,Cathay Pacific AW lsd,330,
961.0,2008-01-10,TAM,330,
962.0,2008-10-20,Air Comet,330,
963.0,2008-10-30,Aeroflot lsd,330,
964.0,2008-02-10,China Southern AL,330,
965.0,2008-05-11,Air Caraibes lsd,330,
966.0,2008-10-29,Mexicana lsd,330,
967.0,2008-10-17,Avianca slsd,330,
968.0,2008-10-23,TAM,330,
969.0,2008-10-24,MTAD,330,
970.0,2008-05-11,Air Comet lsd,330,
971.0,2008-12-11,Mexicana lsd,330,
973.0,2008-01-12,Aeroflot lsd,330,
974.0,2008-03-12,AirAsia X,330,
975.0,2008-11-21,Etihad AW lsd,330,
976.0,2008-11-14,Qantas lsd,330,C
977.0,2008-04-12,TAM,330,
978.0,2008-12-16,Singapore AL lsd,330,
979.0,2008-10-12,Air Comet lsd,330,
980.0,2009-01-27,MTAD,330,
982.0,2009-05-01,Hainan AL lsd,330,C
983.0,2009-01-23,Singapore AL lsd,330,
984.0,2009-01-13,MEA - Middle East AL,330,C
985.0,2008-12-15,Aer Lingus,330,C
986.0,2009-05-02,Singapore AL lsd,330,
988.0,2009-02-02,Garuda Indonesian AW lsd,330,
989.0,2009-01-14,Lufthansa,330,C
990.0,2009-02-03,Thai AW Int,330,C
991.0,2009-01-28,Etihad AW lsd,330,
992.0,2009-03-17,Gulf Air,330,
994.0,2009-02-17,Finnair lsd,330,C
995.0,2009-02-16,MEA - Middle East AL,330,C
996.0,2009-10-03,MTAD,330,
997.0,2009-05-03,Singapore AL,330,
998.0,2008-02-19,MEA - Middle East AL,330,C
999.0,2009-06-18,Afriqiyah AW,330,W/O
1000.0,2009-03-23,Swiss Int'l AL,330,C
1001.0,2009-05-03,Asiana AL lsd,330,C
1002.0,2009-06-05,HSH Nordbank,330,
1003.0,2009-07-04,Thai AW Int,330,C
1006.0,2009-03-25,Singapore AL lsd,330,
1007.0,2009-10-04,Finnair lsd,330,C
1008.0,2009-03-24,Hi Fly lsd,330,
1009.0,2009-07-04,Avianca lsd,330,C
1010.0,2009-01-04,Singapore AL,330,
1011.0,2009-10-04,US AW,330,
1012.0,2009-04-22,Singapore AL lsd,330,
1013.0,2009-03-30,Finnair lsd,330,STD
1014.0,2009-05-19,Aeroflot lsd,330,
1015.0,2009-04-30,Singapore AL lsd,330,
1016.0,2009-06-05,Avianca lsd,330,
1018.0,2009-05-19,Swiss Int'l AL,330,C
1019.0,2009-03-23,HSH Nordbank,330,
1020.0,2009-12-06,Garuda Indonesian AW lsd,330,
1021.0,2009-02-06,Air Caraibes lsd,330,
1022.0,2009-04-06,US AW,330,
1023.0,2009-04-27,Finnair,330,C
1024.0,2009-12-08,Afriqiyah AW,330,W/O
1025.0,2009-12-05,Aer Lingus,330,
1026.0,2009-06-18,Swiss Int'l AL,330,C
1028.0,2009-06-26,Garuda Indonesian AW lsd,330,
1029.0,2009-06-25,Swiss Int'l AL,330,C
1031.0,2009-11-24,Hong Kong AL,330,C
1033.0,2009-04-06,MTAD,330,
1034.0,2010-07-15,Hainan AL lsd,330,
1035.0,2009-06-07,Thai AW Int,330,C
