c/n,f/f,operator,type,St,year
188.0,1997-08-29,Philippine AL ,330,,1997
189.0,1997-10-15,Philippine AL ,330,,1997
191.0,1997-09-05,Philippine AL ,330,,1997
195.0,1997-12-04,PROTO 330-200 #2,330,,1997
198.0,1997-11-26,Philippine AL ,330,,1997
200.0,1997-12-17,Philippine AL ,330,,1997
203.0,1998-01-16,Philippine AL ,330,,1998
205.0,1998-01-20,Canada 3000 lsd,330,,1998
206.0,1998-04-15,Korean Air,330,,1998
209.0,1998-04-15,Thai AW Int ,330,,1998
211.0,1998-03-27,Canada 3000,330,,1998
219.0,1998-05-12,Korean Air,330,W/O,1998
222.0,1998-07-10,Korean Air,330,,1998
223.0,1998-07-15,Austrian AL ,330,,1998
224.0,1998-09-30,Thai AW Int ,330,SCR,1998
226.0,1998-08-21,Korean Air,330,,1998
229.0,1998-08-10,Swissair,330,,1998
230.0,1998-08-28,Sabena,330,,1998
231.0,1998-08-21,Thai AW Int ,330,,1998
232.0,1998-10-08,TAM Brazil lsd,330,,1998
234.0,1998-09-22,Dragonair ,330,,1998
238.0,1998-10-12,TAM Brazil lsd,330,,1998
241.0,1998-11-12,Korean Air,330,C,1998
244.0,1998-11-04,Cathay Pacific,330,,1998
247.0,1998-12-07,TAM Brazil lsd,330,SCR,1998
248.0,1998-12-18,Emirates AL ,330,,1998
249.0,1998-11-23,Swissair,330,,1998
250.0,1999-01-13,Air Transat lsd,330,,1999
251.0,1999-01-26,Emirates AL,330,,1999
253.0,1999-01-07,Swissair lsd,330,,1999
254.0,1999-04-06,Airtours International,330,,1999
255.0,1999-01-15,Swissair lsd,330,,1999
256.0,1999-01-05,Korean Air,330,C,1999
258.0,1999-02-09,Korean Air,330,,1999
259.0,1999-02-03,TAM Brazil,330,,1999
261.0,1999-03-09,Monarch AL,330,,1999
262.0,1999-02-12,Swissair lsd,330,,1999
265.0,1999-02-23,Monarch AL,330,,1999
266.0,1999-06-04,Airtours International,330,,1999
267.0,1999-04-16,Korean Air,330,C,1999
269.0,1999-04-13,Aer Lingus,330,,1999
271.0,1999-03-17,Air Transat lsd,330,,1999
272.0,1999-05-07,Canada 3000 lsd,330,,1999
275.0,1999-04-23,Swissair,330,,1999
276.0,1999-05-27,Gulf Air,330,,1999
277.0,1999-06-07,Air Canada,330,C,1999
279.0,1999-08-30,Air Canada,330,C,1999
281.0,1999-06-03,Gulf Air,330,,1999
283.0,1999-06-23,Emirates AL,330,,1999
284.0,1999-10-01,Air Canada,330,C,1999
285.0,1999-06-16,Corsair,330,C,1999
286.0,1999-06-24,Gulf Air,330,,1999
287.0,1999-06-21,Gulf Air,330,,1999
288.0,1999-06-30,Swissair,330,,1999
290.0,1999-07-19,Sabena lsd,330,,1999
291.0,1999-07-13,Swissair,330,,1999
293.0,1999-07-15,Emirates AL,330,,1999
294.0,1999-08-27,Swissair lsd,330,,1999
295.0,1999-08-19,Emirates AL,330,,1999
296.0,1999-09-08,Sabena lsd,330,,1999
299.0,1999-09-17,Swissair,330,,1999
300.0,1999-10-29,Sabena lsd,330,,1999
301.0,1999-10-22,Airtours International,330,,1999
303.0,1999-10-07,Srilankan AL,330,C,1999
305.0,1999-10-14,Flightlease,330,,1999
306.0,1999-10-07,Srilankan AL,330,C,1999
308.0,1999-11-09,Swissair,330,,1999
309.0,1999-11-25,Airtours International,330,,1999
311.0,1999-11-25,Srilankan AL,330,C,1999
312.0,1999-11-26,Swissair,330,,1999
313.0,1999-12-07,Srilankan AL,330,,1999
314.0,1999-12-23,Emirates AL,330,,1999
315.0,2000-03-07,US AW,330,,2000
316.0,2000-01-05,Emirates AL,330,,2000
317.0,1999-12-20,Austrian AL lsd,330,,1999
320.0,2000-03-21,Corsair,330,SCR,2000
322.0,2000-01-18,Sabena,330,,2000
323.0,2000-03-31,US AW,330,,2000
324.0,2000-01-27,Sabena,330,,2000
326.0,2000-02-15,Emirates AL,330,,2000
328.0,2000-03-07,Emirates AL,330,,2000
330.0,2000-04-04,Aer Lingus lsd,330,,2000
333.0,2000-04-06,US AW lsd,330,,2000
334.0,2000-04-28,Gulf Air,330,,2000
336.0,2000-04-12,Srilankan AL,330,W/O,2000
337.0,2000-05-03,US AW lsd,330,,2000
338.0,2000-05-16,Korean Air,330,C,2000
339.0,2000-05-15,Canada 3000 lsd,330,,2000
340.0,2000-04-17,Gulf Air,330,,2000
341.0,2000-05-03,Srilankan AL,330,W/O,2000
342.0,2000-06-15,US AW lsd,330,,2000
343.0,2000-05-18,Swissair,330,,2000
344.0,2000-06-15,Air Canada,330,C,2000
345.0,2000-09-13,Emirates AL,330,,2000
346.0,2000-06-06,Thai AW Int,330,STD,2000
348.0,2000-08-30,Emirates AL,330,,2000
349.0,2000-06-30,Airtours/Premiair,330,,2000
350.0,2000-07-07,Korean Air,330,C,2000
351.0,2000-07-26,Korean Air,330,C,2000
353.0,2000-08-30,Fll/Novair AL,330,,2000
356.0,2000-07-20,Airtours/Premiair,330,,2000
357.0,2000-08-10,Airtours/Premiair,330,,2000
358.0,2000-09-08,Air Afrique lsd,330,,2000
361.0,2000-10-05,TAM Brasil,330,,2000
362.0,2000-09-26,Novair AL lsd ,330,,2000
364.0,2000-10-17,Air Afrique lsd,330,,2000
365.0,2000-10-25,Emirates AL,330,,2000
366.0,2000-07-01,Swissair,330,,2000
368.0,2000-11-08,Korean Air,330,C,2000
369.0,2000-11-08,Edelweiss Air lsd,330,,2000
370.0,2000-11-15,US AW lsd,330,,2000
372.0,2000-11-20,Emirates AL,330,,2000
375.0,2000-12-14,US AW lsd,330,,2000
380.0,2001-01-08,US AW,330,,2001
382.0,2001-01-12,Emirates AL,330,SCR,2001
384.0,2000-12-21,Emirates AL,330,SCR,2000
386.0,2001-01-18,Cathay Pacific,330,,2001
388.0,2001-02-12,US AW,330,,2001
389.0,2001-01-25,Cathay Pacific,330,,2001
392.0,2001-03-09,Emirates AL,330,,2001
393.0,2001-03-13,Cathay Pacific,330,,2001
396.0,2001-02-21,Emirates AL,330,,2001
397.0,2001-03-16,Aer Lingus,330,,2001
398.0,2001-04-09,bmi British Midland,330,,2001
400.0,2001-03-23,Air Canada,330,C,2001
401.0,2001-04-13,bmi British Midland,330,,2001
403.0,2001-04-03,LTU Int'l AW,330,,2001
404.0,2001-05-09,bmi British Midland lsd,330,,2001
405.0,2001-04-27,Dragonair,330,,2001
407.0,2001-05-21,Dragonair lsd,330,,2001
408.0,2001-05-28,Air Canada,330,C,2001
409.0,2001-05-15,Emirates AL,330,,2001
412.0,2001-06-12,Air Canada,330,C,2001
418.0,2001-07-25,Cathay Pacific AW,330,C,2001
419.0,2001-07-30,Air Canada,330,C,2001
420.0,2001-08-10,Cathay Pacific AW,330,C,2001
421.0,2001-09-07,Cathay Pacific AW,330,C,2001
422.0,2001-08-24,Air France lsd,330,C,2001
423.0,2001-09-11,Cathay Pacific AW,330,C,2001
425.0,2001-09-03,Korean Air,330,,2001
427.0,2001-10-09,JMC AL lsd,330,,2001
428.0,2001-09-12,Korean Air,330,C,2001
432.0,2001-10-09,LTU Int'l AW lsd,330,,2001
437.0,2001-11-07,Emirates AL,330,,2001
439.0,2001-11-14,Cathay Pacific AW,330,,2001
441.0,2001-11-27,Qatar AW,330,,2001
443.0,2001-11-29,Air France,330,C,2001
444.0,2002-01-16,LTU Int'l AW lsd,330,,2002
448.0,2002-01-09,Air France lsd,330,C,2002
451.0,2002-01-09,Emirates AL,330,,2002
452.0,2002-02-04,Emirates AL,330,,2002
454.0,2002-01-22,LTU Int'l AW lsd,330,,2002
455.0,2003-02-04,Emirates AL,330,,2003
456.0,2002-02-07,JMC AL lsd,330,,2002
458.0,2002-02-25,Air France lsd,330,C,2002
461.0,2002-03-19,Iberworld lsd,330,,2002
462.0,2002-02-19,Emirates AL lsd,330,,2002
463.0,2002-11-19,Volare AL lsd,330,,2002
465.0,2002-03-12,Air France lsd,330,C,2002
466.0,2002-03-26,TAM lsd,330,,2002
469.0,2002-03-11,LTU Int'l AW lsd,330,,2002
472.0,2002-04-30,TAM lsd,330,,2002
473.0,2002-04-22,Qatar AW,330,,2002
476.0,2002-04-30,LTU Int'l AW lsd,330,,2002
477.0,2002-04-29,TAM lsd,330,,2002
479.0,2002-05-28,Dragonair,330,,2002
480.0,2002-05-27,Air Transat lsd,330,,2002
481.0,2002-06-06,Air France lsd,330,C,2002
484.0,2002-07-02,Korean Air,330,C,2002
486.0,2002-06-05,TAM lsd,330,,2002
487.0,2002-06-25,Qatar AW,330,C,2002
490.0,2002-07-18,Korean Air,330,C,2002
493.0,2002-07-05,LTU Int'l AW lsd,330,,2002
494.0,2002-07-22,Emirates AL,330,,2002
496.0,2002-09-20,SAS lsd,330,,2002
497.0,2002-09-03,SAS lsd,330,,2002
498.0,2002-10-19,Air France,330,C,2002
500.0,2002-09-11,Air France lsd,330,C,2002
501.0,2002-10-25,Star AL lsd,330,,2002
502.0,2002-09-24,Air France lsd,330,C,2002
503.0,2002-10-08,Air France lsd,330,C,2002
504.0,2002-11-06,Volare AL lsd,330,,2002
505.0,2002-10-21,Cyprus AW lsd,330,,2002
506.0,2003-02-07,Qantas,330,,2003
507.0,2002-11-23,Air Caledonie Int'l,330,,2002
508.0,2002-10-11,Qantas,330,,2002
509.0,2002-12-16,Emirates AL,330,,2002
510.0,2002-11-23,Air Caledonie Int'l,330,,2002
511.0,2003-01-17,Qatar AW,330,,2003
512.0,2002-11-26,Dragonair,330,,2002
513.0,2003-02-07,Qantas,330,,2003
515.0,2003-01-16,SAS lsd,330,,2003
516.0,2003-02-03,Air France lsd,330,C,2003
519.0,2003-02-17,Air France lsd,330,C,2003
521.0,2003-03-10,Qatar AW,330,,2003
522.0,2002-11-26,Qantas,330,,2002
524.0,2003-01-09,Northwest AL,330,,2003
525.0,2003-02-28,Emirates AL,330,,2003
526.0,2003-03-21,Cyprus AW lsd,330,,2003
527.0,2003-04-04,MEA-Middle East AL lsd,330,,2003
529.0,2003-03-27,MEA-Middle East AL lsd,330,,2003
530.0,2003-06-04,EVA Air lsd,330,,2003
532.0,2003-04-10,MEA-Middle East AL lsd,330,,2003
533.0,2003-06-06,Northwest AL,330,C,2003
535.0,2003-05-12,EVA Air lsd,330,,2003
536.0,2003-04-28,Emirates AL,330,,2003
539.0,2003-07-07,Cathay Pacific AW,330,C,2003
542.0,2003-08-29,Northwest AL,330,,2003
548.0,2003-09-08,Cathay Pacific AW,330,C,2003
549.0,2003-09-09,Northwest AL,330,,2003
550.0,2003-08-07,Korean AL,330,C,2003
551.0,2003-11-12,Livingston AL lsd,330,,2003
552.0,2003-10-09,Northwest AL,330,,2003
553.0,2003-11-05,Qantas,330,C,2003
555.0,2003-06-12,EVA AW lsd,330,,2003
558.0,2003-10-10,Qantas,330,C,2003
564.0,2003-11-18,Qantas,330,C,2003
565.0,2003-11-07,Cathay Pacific AW,330,C,2003
567.0,2004-01-10,Air France,330,C,2004
568.0,2003-12-08,SAS lsd,330,,2003
570.0,2004-02-09,Lufthansa,330,,2004
571.0,2004-03-02,Qatar AW,330,,2004
573.0,2004-01-09,EVA AW lsd,330,,2004
574.0,2004-01-09,Qantas,330,C,2004
576.0,2004-01-19,Lufthansa,330,,2004
578.0,2004-02-10,Northwest AL,330,,2004
579.0,2004-01-30,Lufthansa,330,,2004
581.0,2004-03-02,Dragonair lsd,330,,2004
584.0,2004-03-13,Air France lsd,330,C,2004
587.0,2004-03-18,EVA AW lsd,330,,2004
588.0,2004-03-01,Northwest AL,330,,2004
591.0,2004-03-25,Northwest AL,330,,2004
593.0,2004-04-23,Qantas,330,C,2004
595.0,2004-03-29,Qantas,330,C,2004
597.0,2004-05-27,Livingston AL lsd,330,,2004
602.0,2004-05-19,China AL,330,C,2004
603.0,2004-05-03,Qantas,330,C,2004
605.0,2004-06-09,Qatar AW,330,,2004
607.0,2004-06-10,China AL,330,C,2004
609.0,2004-06-08,Northwest AL,330,,2004
612.0,2004-07-29,Qatar AW lsd,330,,2004
614.0,2004-07-23,Northwest AL,330,,2004
616.0,2004-06-25,Qatar AW lsd,330,,2004
618.0,2004-07-08,Northwest AL,330,,2004
620.0,2004-08-26,Northwest AL,330,,2004
621.0,2004-07-23,Northwest AL,330,,2004
623.0,2004-09-10,Qatar AW,330,,2004
625.0,2004-09-02,Yemenia AW lsd,330,,2004
627.0,2004-09-10,Livingston AL lsd,330,,2004
629.0,2004-08-27,Lufthansa,330,,2004
631.0,2004-10-05,Northwest AL,330,,2004
632.0,2004-09-28,Yemenia AW lsd,330,,2004
633.0,2004-10-06,Northwest AL,330,,2004
634.0,2004-10-11,EVA Air lsd,330,,2004
635.0,2004-10-29,Star AL lsd,330,,2004
636.0,2004-10-18,Lufthansa,330,,2004
637.0,2004-11-17,Qatar AW,330,STD,2004
638.0,2004-11-26,Qatar AW,330,,2004
640.0,2004-11-10,Asiana AL,330,C,2004
641.0,2004-11-25,China AL,330,C,2004
642.0,2004-11-08,Lufthansa,330,C,2004
644.0,2004-12-06,Air Algerie,330,C,2004
645.0,2004-12-16,Lufthansa,330,,2004
647.0,2005-01-13,Air Algerie,330,C,2005
648.0,2005-01-17,Lufthansa,330,,2005
649.0,2005-02-01,China Southern AL,330,C,2005
650.0,2005-01-12,Air Algerie,330,C,2005
652.0,2005-02-23,China Southern AL,330,C,2005
653.0,2005-01-27,Air Algerie,330,C,2005
654.0,2005-02-25,Dragonair lsd,330,,2005
655.0,2005-02-24,EVA Air lsd,330,,2005
656.0,2005-03-11,China Southern AL,330,C,2005
657.0,2005-02-15,Air France,330,C,2005
658.0,2005-04-29,Etihad AW lsd,330,STD,2005
659.0,2005-03-30,Qatar AW,330,,2005
660.0,2005-02-25,Air France,330,W/O,2005
661.0,2005-03-22,EVA Air lsd,330,,2005
662.0,2005-04-12,Dragonair lsd,330,,2005
663.0,2005-03-31,Northwest AL,330,,2005
664.0,2005-05-19,China Southern AL,330,C,2005
665.0,2005-05-04,Eurofly lsd,330,,2005
666.0,2005-03-25,Egyptair,330,C,2005
667.0,2005-04-11,Air Algerie,330,C,2005
669.0,2005-05-23,Cathay Pacific AL lsd,330,,2005
670.0,2005-06-03,Iberworld lsd,330,,2005
671.0,2005-04-22,China AL,330,C,2005
673.0,2005-05-27,Cathay Pacific AL lsd,330,,2005
674.0,2005-05-13,Northwest AL,330,,2005
675.0,2005-05-17,China AL,330,C,2005
676.0,2005-06-16,Asiana AL,330,C,2005
678.0,2005-06-23,EVA Air,330,C,2005
679.0,2005-06-16,Cathay Pacific AL lsd,330,,2005
680.0,2005-07-27,Qatar AW,330,C,2005
682.0,2005-08-01,KLM,330,C,2005
683.0,2005-06-27,Egyptair,330,C,2005
684.0,2005-07-08,Qatar AW lsd,330,,2005
686.0,2005-07-19,KLM,330,C,2005
687.0,2005-07-07,Lufthansa,330,C,2005
688.0,2005-07-28,Etihad AW lsd,330,STD,2005
690.0,2005-07-21,Northwest AL,330,,2005
691.0,2005-08-18,China AL,330,C,2005
692.0,2005-10-06,Dragonair lsd,330,,2005
693.0,2005-09-07,EVA Air,330,C,2005
695.0,2005-08-30,Qantas,330,C,2005
696.0,2005-09-16,Egyptair,330,,2005
697.0,2005-08-31,THY Turkish AL,330,C,2005
699.0,2005-09-13,China AL,330,C,2005
700.0,2005-10-07,TAM lsd,330,,2005
701.0,2005-09-26,Lufthansa,330,,2005
703.0,2005-10-26,KLM,330,C,2005
704.0,2005-11-15,THY Turkish AL,330,C,2005
705.0,2005-10-11,Qantas,330,C,2005
707.0,2005-10-24,China AL,330,C,2005
708.0,2005-11-16,Asiana AL,330,C,2005
711.0,2005-12-01,Qatar AW,330,C,2005
712.0,2005-11-30,Qantas,330,C,2005
713.0,2005-12-21,China Eastern AL,330,,2005
714.0,2005-12-07,China AL,330,C,2005
716.0,2005-11-22,Dragonair lsd,330,,2005
717.0,2006-01-09,Etihad AW,330,,2006
718.0,2006-01-04,Northwest AL,330,,2006
720.0,2005-12-02,China Eastern AL,330,,2005
721.0,2006-01-19,Qatar AW,330,C,2006
722.0,2006-01-19,Northwest AL,330,,2006
724.0,2006-01-27,Etihad AW,330,STD,2006
725.0,2006-01-02,China AL lsd,330,,2006
726.0,2006-02-03,Egyptair,330,C,2006
728.0,2006-01-17,China Eastern AL,330,,2006
729.0,2006-02-14,Etihad AW,330,STD,2006
730.0,2006-03-02,Etihad AW,330,STD,2006
732.0,2006-02-02,China Eastern AL,330,,2006
733.0,2006-03-08,Air Europa lsd,330,,2006
734.0,2006-02-24,Qatar AW,330,C,2006
735.0,2006-02-20,China Eastern AL,330,,2006
737.0,2006-03-22,Etihad AW,330,STD,2006
738.0,2006-04-08,KLM,330,C,2006
739.0,2006-03-21,LTU Int'l AW lsd,330,,2006
741.0,2006-03-02,Dragonair lsd,330,,2006
742.0,2006-03-29,THY Turkish AL,330,C,2006
743.0,2006-03-31,Qatar AW,330,C,2006
745.0,2006-03-15,Air Europa lsd,330,,2006
746.0,2006-04-24,Qatar AW,330,C,2006
747.0,2006-03-30,Royal Australian AF,330,,2006
749.0,2006-04-28,Air Europa lsd,330,,2006
750.0,2006-05-04,Air China,330,C,2006
751.0,2006-04-20,Jet AW lsd,330,,2006
752.0,2006-04-27,China AL,330,C,2006
754.0,2006-06-09,THY Turkish AL,330,C,2006
755.0,2006-04-26,EVA AW,330,C,2006
756.0,2006-06-01,Air China,330,C,2006
758.0,2006-06-08,Air Caraibes lsd,330,C,2006
759.0,2006-05-18,Air China,330,C,2006
760.0,2006-07-04,Qatar AW,330,,2006
769.0,2006-06-22,China AL,330,,2006
770.0,2006-07-26,KLM,330,C,2006
772.0,2006-06-02,Asiana AL,330,C,2006
773.0,2006-06-20,China Eastern AL lsd,330,,2006
774.0,2006-07-11,THY Turkish AL,330,C,2006
776.0,2006-07-04,Cathay Pacific AW lsd,330,C,2006
777.0,2006-08-29,China Eastern AL,330,,2006
778.0,2006-08-10,Northwest AL,330,,2006
780.0,2006-08-30,Air China,330,C,2006
781.0,2006-09-04,China Eastern AL,330,,2006
782.0,2006-08-01,China Eastern AL,330,,2006
784.0,2006-10-10,Northwest AL,330,,2006
785.0,2006-09-26,Air China,330,STD,2006
786.0,2006-10-09,Dragonair lsd,330,,2006
788.0,2006-10-31,Etihad AW,330,STD,2006
789.0,2006-09-28,Qatar AW,330,,2006
791.0,2006-09-15,China Eastern AL,330,,2006
792.0,2006-10-12,Qatar AW,330,C,2006
795.0,2006-10-24,Thomas Cook AL lsd,330,,2006
796.0,2006-10-18,Northwest AL,330,,2006
797.0,2006-10-31,Air China,330,C,2006
799.0,2006-11-30,Northwest AL,330,,2006
801.0,2006-11-13,KLM,330,C,2006
802.0,2006-11-23,Eurofly lsd,330,,2006
803.0,2006-11-15,Asiana AL,330,C,2006
806.0,2006-12-01,Northwest AL,330,,2006
807.0,2006-11-29,Jet AW lsd,330,,2006
809.0,2007-01-11,Etihad AW,330,STD,2007
810.0,2006-12-05,Air China,330,,2006
811.0,2006-12-20,KLM lsd,330,,2006
813.0,2006-12-21,Qatar AW,330,C,2006
814.0,2007-02-01,Air Europa lsd,330,,2007
815.0,2007-01-12,Air China,330,,2007
817.0,2007-01-19,Northwest AL,330,,2007
818.0,2007-02-06,China Southern AL,330,,2007
819.0,2007-01-24,KLM lsd,330,,2007
820.0,2007-01-31,Qatar AW,330,,2007
821.0,2007-02-21,China Eastern AL,330,C,2007
822.0,2007-02-13,Air Comet lsd,330,,2007
823.0,2007-02-19,China AL,330,C,2007
824.0,2007-03-14,Etihad AW,330,,2007
825.0,2007-02-28,Jet AW slsd,330,,2007
826.0,2007-02-27,Qatar AW,330,C,2007
827.0,2007-03-14,Northwest AL,330,,2007
828.0,2007-03-13,LTU Int'l AW lsd,330,,2007
830.0,2007-03-19,China Eastern AL,330,,2007
831.0,2007-04-27,Jet AW lsd,330,,2007
832.0,2007-04-26,Etihad AW,330,,2007
833.0,2007-03-27,Iberworld lsd,330,,2007
834.0,2007-04-05,KLM lsd,330,,2007
836.0,2007-04-25,China Eastern AL,330,C,2007
838.0,2007-03-28,China AL,330,C,2007
839.0,2007-04-16,Air China,330,C,2007
840.0,2007-05-18,China Southern AL,330,,2007
841.0,2007-05-02,Aer Lingus,330,C,2007
842.0,2007-05-29,Jetstar AW lsd,330,,2007
843.0,2007-04-26,Northwest AL,330,,2007
845.0,2007-06-21,Asiana AL,330,C,2007
847.0,2007-05-24,Aer Lingus,330,C,2007
849.0,2007-05-23,Qatar AW,330,C,2007
850.0,2007-06-27,Cathay Pacific AW,330,C,2007
851.0,2007-06-26,China Eastern AL,330,C,2007
852.0,2007-07-05,Etihad AW,330,,2007
853.0,2007-07-13,Jetstar AW lsd,330,,2007
854.0,2007-08-02,Etihad AW,330,,2007
855.0,2007-08-10,Cathay Pacific AW,330,C,2007
857.0,2007-07-04,Northwest AL,330,,2007
858.0,2007-07-10,Northwest AL,330,,2007
859.0,2007-08-01,Northwest AL,330,,2007
860.0,2007-07-11,Air China,330,C,2007
861.0,2007-09-04,China AL,330,C,2007
863.0,2007-09-20,Midroc Aviation,330,,2007
865.0,2007-08-08,Northwest AL,330,,2007
867.0,2007-09-24,Air China,330,C,2007
868.0,2007-09-07,Etihad AW,330,,2007
869.0,2007-10-24,TAM,330,,2007
873.0,2007-10-05,Air China,330,C,2007
874.0,2008-04-09,Kingfisher AL slsd,330,,2008
875.0,2007-10-18,Hainan AL lsd,330,C,2007
876.0,2007-10-29,TAM,330,,2007
877.0,2007-10-23,TAP Air Portugal,330,,2007
879.0,2007-10-26,China Southern AL,330,,2007
881.0,2007-11-15,Hainan AL lsd,330,C,2007
882.0,2007-10-29,Jet AW lsd,330,,2007
883.0,2007-11-06,Air Mauritius,330,,2007
884.0,2007-11-09,Air China,330,C,2007
885.0,2007-11-20,Jet AW lsd,330,,2007
887.0,2007-11-26,Qantas,330,C,2007
888.0,2007-11-29,Jet AW lsd,330,,2007
889.0,2007-11-27,China Southern AL,330,,2007
890.0,2007-11-29,Air China,330,C,2007
891.0,2008-05-23,Kingfisher AL lsd,330,,2008
892.0,2007-12-17,Qantas lsd,330,,2007
893.0,2007-12-18,Qatar AW,330,,2007
895.0,2007-12-19,Cathay Pacific AW lsd,330,,2007
896.0,2008-01-09,Lufthansa,330,C,2008
898.0,2008-01-17,Qantas lsd,330,,2008
899.0,2008-01-14,TAP Air Portugal,330,,2008
900.0,2008-01-28,KLM lsd,330,,2008
901.0,2008-01-11,Jet AW lsd,330,,2008
903.0,2008-01-28,Air China,330,C,2008
904.0,2008-01-30,TAP Air Portugal,330,STD,2008
905.0,2008-01-29,Lufthansa,330,C,2008
906.0,2008-02-12,Hainan AL lsd,330,C,2008
907.0,2008-02-07,Qatar AW,330,C,2008
908.0,2008-02-21,China Southern AL,330,,2008
909.0,2008-02-07,Air China,330,C,2008
911.0,2008-02-13,Air Berlin,330,,2008
913.0,2008-02-25,Lufthansa,330,C,2008
914.0,2008-03-11,TAP Air Portugal,330,C,2008
915.0,2008-03-26,Cathay Pacific AW lsd,330,,2008
916.0,2008-02-28,China Eastern AL,330,C,2008
918.0,2008-03-06,Qatar AW,330,C,2008
919.0,2008-03-11,Hainan AL lsd,330,,2008
920.0,2008-03-20,China AL lsd,330,C,2008
922.0,2008-04-17,Lufthansa,330,C,2008
923.0,2008-04-29,Jet AW lsd,330,,2008
925.0,2008-04-18,KLM lsd,330,,2008
926.0,2008-05-22,MEA - Middle East AL,330,,2008
927.0,2008-05-26,Kingfisher AL lsd,330,,2008
928.0,2008-04-25,China Eastern AL,330,C,2008
930.0,2008-06-04,Air China,330,C,2008
931.0,2008-05-15,Air Europa lsd,330,,2008
932.0,2008-06-05,Jet AW lsd,330,,2008
934.0,2008-05-29,TAP Air Portugal,330,C,2008
935.0,2008-06-19,China Southern AL,330,,2008
936.0,2008-06-19,China Eastern AL,330,C,2008
937.0,2008-06-19,China Southern AL,330,,2008
939.0,2008-07-09,Kingfisher AL lsd,330,,2008
940.0,2008-05-20,Qantas lsd,330,,2008
941.0,2008-07-07,Air China,330,C,2008
942.0,2008-07-11,China Eastern AL,330,C,2008
943.0,2008-08-01,Air Comet lsd,330,,2008
944.0,2008-07-08,Air China,330,C,2008
945.0,2008-07-01,Qantas lsd,330,,2008
946.0,2008-07-30,Kingfisher AL lsd,330,,2008
947.0,2008-08-14,Jet AW lsd,330,,2008
948.0,2008-09-02,Avianca lsd,330,,2008
949.0,2008-08-28,TAM,330,,2008
950.0,2008-07-16,Air Europa lsd,330,,2008
951.0,2008-04-14,Royal Australian AF,330,,2008
952.0,2008-09-26,AirAsia X,330,,2008
