f/f
16
16
16
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
17
18
17
17
17
17
17
17
17
17
17
17
17
17
17
17
18
17
17
17
17
17
18
17
19
18
18
18
18
18
18
18
18
18
18
18
18
18
18
18
21
18
18
18
18
18
18
18
18
19
18
18
18
18
18
19
18
18
18
18
18
18
18
19
18
19
18
19
18
18
18
18
19
18
19
18
18
19
19
19
19
18
19
18
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
19
20
20
20
19
20
20
20
20
20
20
20
20
20
22
20
20
22
20
20
20
20
21
20
21
21
21
21
20
21
21
21
21
22
22
22
22
21
22
22
21
21
21
21
21
22
21
21
22
22
21
22
22
22
22
22
22
22
22
22
22
22
22
