f/f
92
92
93
92
93
93
93
93
93
93
93
93
93
93
93
93
93
93
93
93
93
94
93
93
94
94
94
94
93
94
94
94
94
94
94
94
94
94
94
94
94
94
94
94
94
94
94
95
94
95
95
94
95
95
95
95
95
95
95
95
95
95
95
95
95
96
96
95
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
96
97
96
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
98
99
99
99
99
99
99
99
99
99
99
99
99
99
99
99
99
99
99
00
00
00
00
00
00
00
00
00
00
00
00
00
00
00
00
00
00
00
00
00
00
02
01
01
01
02
01
01
01
01
02
01
01
01
01
02
02
01
03
01
01
03
01
01
01
02
01
03
01
03
01
01
02
02
02
03
02
03
03
02
02
02
03
02
03
03
03
02
03
03
03
03
03
03
03
03
03
03
03
03
03
03
03
03
04
03
03
03
03
03
03
03
03
04
03
03
04
04
04
04
04
04
04
04
04
04
04
04
05
04
04
04
04
04
04
04
05
05
04
05
05
05
05
05
04
04
05
05
05
05
05
05
05
05
05
05
05
05
05
05
06
05
06
06
06
06
06
06
06
06
06
06
06
06
06
06
06
06
06
06
06
06
07
06
07
07
06
07
07
07
07
07
07
08
08
07
07
08
08
08
08
08
08
08
08
08
08
08
08
08
08
09
08
09
09
09
09
09
09
09
10
10
10
10
