operators
Air France lsd
Lufthansa 
Sabena/Air France 
Virgin Atlantic 
THY Turkish AL
Qatar Gvmt
Air France
Air Lanka 
Gulf Air
TAP Air Portugal
Bahrein Gvmt
Air Mauritius lsd 
Egypt Govmt 
PAL/Cathay Pacific
Austrian AL 
Air Mauritius 
Air Canada lsd
Kuwait AW 
Gulf Air/Egyptair 
Virgin Atlantic lsd
Singapore AL
Iberia
China Eastern AL
Cathay Pacific
Air Canada
Brunei Gvmt 
Egyptair
Philippine AL 
Air China 
Olympic AW
China Southwest AL
Lufthansa
Air Mauritius
LAN Chile
AOM-Air Outre Mer lsd
Fll/AOM-Air Outre Mer
Virgin Atlantic AW
Air Tahiti Nui
Canada 3000 AL lsd
China AL
South African AW
SAS
SAS lsd
Cathay Pacific AW lsd
Air Tahiti Nui lsd
Emirates AL
Iberia lsd
Lufthansa lsd
South African AW lsd
Swiss Int'l AL lsd
Swiss Int'l AL
NOT BUILT
Thai AW Int
Virgin Atlantic AW lsd
Qatar AW
Etihad AW
National Air Service lsd
Finnair
Azerbaijan AL lsd
Tunisian Gvmt
Arik Air
Algerian Government
Finnair lsd
Royal Jordanian AF
Global Jet Luxembourg
Kuwait Government
